year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1972-73,17,67,71,76,0,NOJHA,42,Levack Huskies,143
1973-74,18,11,36,19,0,ECAC,25,Clarkson Knights,30
1974-75,19,20,0,34,0,ECAC,32,Clarkson Knights,54
1975-76,20,26,0,33,0,ECAC,31,Clarkson Knights,59
1976-77,21,41,0,67,0,ECAC,34,Clarkson Knights,108
1976-77,21,2,6,4,0,CHL,7,Fort Worth Texans,6
1982-83,27,1,4,4,0,WEC-A,10,Canada,5
1984-85,29,3,4,2,0,WEC-A,10,Canada,5
1985-86,30,3,12,4,0,WEC-A,10,Canada,7
