age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,-2,NHL,2,0,1977-78,0,3,0,,0,5,,LAK,0
23,,0.0,0,0,-4,NHL,2,0,1978-79,0,7,0,,0,2,,LAK,0
24,,25.0,2,1,-2,NHL,4,0,1979-80,0,8,2,,0,4,,LAK,3
25,,28.6,1,2,-3,NHL,4,0,1980-81,0,7,2,,1,10,,LAK,4
26,,17.4,1,6,-1,NHL,10,0,1981-82,0,23,4,,3,20,,LAK,10
29,,18.2,2,2,0,NHL,3,0,1984-85,0,11,2,,0,8,,LAK,4
31,,25.0,1,3,-2,NHL,5,0,1986-87,0,8,2,,1,6,,LAK,5
32,,18.8,1,3,-3,NHL,5,0,1987-88,0,16,3,,2,6,,LAK,6
33,,5.9,0,5,0,NHL,11,0,1988-89,0,17,1,,1,19,,LAK,6
34,,36.4,2,4,2,NHL,6,0,1989-90,0,11,4,,2,2,,LAK,8
35,,8.0,2,1,-3,NHL,12,0,1990-91,1,25,2,,0,12,,LAK,3
36,,20.0,1,1,0,NHL,6,0,1991-92,0,5,1,,0,20,,LAK,2
37,,9.4,1,5,7,NHL,22,0,1992-93,0,32,3,,0,31,,LAK,8
