power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,7,1,NHL,1980-81,20,3,QUE,,4,7,1,0,16,,,18.8,3
2,16,13,0,NHL,1981-82,21,8,QUE,,5,6,-7,0,55,,,14.5,4
0,4,0,0,NHL,1982-83,22,0,QUE,,0,6,-2,0,10,,,0.0,0
0,9,6,0,NHL,1983-84,23,2,QUE,,4,17,1,0,17,,,11.8,2
0,17,21,0,NHL,1984-85,24,11,QUE,,10,17,3,0,51,,,21.6,4
1,3,3,0,NHL,1985-86,25,1,QUE,,2,10,-2,0,12,,,8.3,0
4,13,14,2,NHL,1986-87,26,9,QUE,,5,35,-2,0,40,,,22.5,5
0,14,6,0,NHL,1989-90,29,2,CHI,,4,6,2,0,18,,,11.1,2
0,9,7,1,NHL,1991-92,31,3,CHI,,4,6,4,0,19,,,15.8,3
0,3,1,0,NHL,1992-93,32,0,CHI,,1,0,-1,0,1,,,0.0,0
