average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,58,0,0,WHA,18,0,65,13,146,25,3,0,0,1978-79,BRB,28,30,[],19.2,,78
,54,1,0,NHL,19,23,48,-10,167,17,5,0,9,1979-80,QUE,22,32,[],13.2,,77
,71,3,2,NHL,20,32,45,0,265,27,3,0,7,1980-81,QUE,32,39,[],12.1,,76
,84,3,0,NHL,21,35,48,35,251,29,7,3,4,1981-82,QUE,42,42,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-1982.html#selke', 'name': 'Selke-22'}]",16.7,,80
,105,4,4,NHL,22,39,51,31,256,43,10,1,8,1982-83,QUE,57,48,"[{'link': '/awards/nhl_all_star.html#1983', 'name': None}]",22.3,,0
,121,0,2,NHL,23,46,76,62,239,43,11,1,18,1983-84,QUE,56,65,"[{'link': '/awards/nhl_all_star.html#1984', 'name': None}, {'link': '/awards/voting-1984.html#hart', 'name': 'Hart-7'}, {'link': '/awards/voting-1984.html#selke', 'name': 'Selke-8'}]",23.4,,75
,95,6,0,NHL,24,29,55,10,257,38,17,0,11,1984-85,QUE,55,40,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1985.html#hart', 'name': 'Hart-12'}]",21.4,,69
,104,3,0,NHL,25,30,64,6,244,25,28,0,21,1985-86,QUE,53,51,"[{'link': '/awards/nhl_all_star.html#1986', 'name': None}]",21.7,,75
,96,6,0,NHL,26,27,61,-12,276,32,17,0,20,1986-87,QUE,49,47,"[{'link': '/awards/nhl_all_star.html#1987', 'name': None}, {'link': '/awards/voting-1987.html#byng', 'name': 'Byng-22'}]",17.8,,75
,106,4,1,NHL,27,33,56,-31,284,18,29,0,25,1987-88,QUE,48,58,"[{'link': '/awards/nhl_all_star.html#1988', 'name': None}]",16.9,,0
,64,2,0,NHL,28,25,67,-20,162,15,11,0,13,1988-89,QUE,26,38,[],16.0,,69
,50,0,1,NHL,29,16,51,-32,154,10,9,1,13,1989-90,TOT,20,30,[],13.0,,65
,45,0,0,NHL,29,15,42,-33,144,8,8,1,13,1989-90,QUE,16,29,[],11.1,,57
,5,0,1,NHL,29,1,9,1,10,2,1,0,0,1989-90,CHI,4,1,[],40.0,,8
,65,1,0,NHL,30,27,65,27,167,18,9,0,11,1990-91,CHI,27,38,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-9'}]",16.2,,74
,63,4,0,NHL,31,29,69,20,176,13,9,1,11,1991-92,CHI,22,41,[],12.5,,75
,44,5,0,NHL,32,11,43,10,125,13,10,0,10,1992-93,CHI,23,21,[],18.4,,63
,30,6,0,NHL,33,10,26,1,120,13,3,0,4,1993-94,CHI,16,14,[],13.3,,56
