shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1962-63,10,0,,0,0,0,0,0,2,NYR,0,21,0,NHL,0,,21,2,[],0
9.1,1969-70,87,15,,0,132,4,10,-22,19,PIT,12,28,2,NHL,0,,66,31,[],2
8.8,1970-71,133,18,,0,181,14,10,-23,32,PIT,16,29,2,NHL,0,,76,48,[],6
13.8,1971-72,126,20,,0,145,4,15,-26,24,PIT,20,30,5,NHL,0,,78,44,[],5
12.4,1972-73,113,25,,0,169,8,15,-23,33,PIT,21,31,3,NHL,0,,78,54,[],6
4.5,1973-74,94,11,,0,89,0,2,-13,11,TOT,4,32,1,NHL,0,,77,15,[],2
4.0,1973-74,39,7,,0,50,0,0,-13,7,PIT,2,32,1,NHL,0,,37,9,[],2
5.1,1973-74,55,4,,0,39,0,2,0,4,ATF,2,32,0,NHL,0,,40,6,[],0
15.0,1974-75,62,13,,0,120,3,14,-13,16,ATF,18,33,2,NHL,1,,74,34,[],3
7.5,1975-76,113,15,,0,106,9,4,-20,24,TOT,8,34,1,NHL,1,,79,32,[],3
0.0,1975-76,29,2,,0,17,2,0,-4,4,DET,0,34,0,NHL,0,,21,4,[],0
9.0,1975-76,84,13,,0,89,7,4,-16,20,MNS,8,34,1,NHL,1,,58,28,[],3
