assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Brandon Wheat Kings,1,1958-59,3,2,0,17,0,MJHL
14,Brandon Wheat Kings,15,1959-60,22,29,12,18,0,MJHL
7,Brandon Wheat Kings,7,1960-61,9,14,10,19,0,MJHL
1,Winnipeg Rangers,4,1960-61,5,5,15,19,0,M-Cup
2,Edmonton Oil Kings,2,1960-61,5,4,0,19,0,M-Cup
0,Kitchener-Waterloo Beavers,1,1961-62,7,1,0,20,0,EPHL
2,Baltimore Clippers,0,1964-65,5,2,6,23,0,AHL
1,Vancouver Canucks,3,1965-66,7,4,23,24,0,WHL
5,Vancouver Canucks,3,1966-67,8,8,11,25,0,WHL
10,Rochester Americans,4,1967-68,11,14,13,26,0,AHL
7,Vancouver Canucks,4,1968-69,8,11,22,27,0,WHL
