assists,team,goals,year,games_played,points,pim,age,plus_minus,league
23,Brandon Wheat Kings,19,1958-59,30,42,15,17,0,MJHL
25,Brandon Wheat Kings,22,1959-60,29,47,33,18,0,MJHL
35,Brandon Wheat Kings,22,1960-61,31,57,54,19,0,MJHL
23,Kitchener-Waterloo Beavers,22,1961-62,56,45,48,20,0,EPHL
14,Baltimore Clippers,8,1962-63,50,22,26,21,0,AHL
12,Baltimore Clippers,10,1963-64,54,22,39,22,0,AHL
30,Baltimore Clippers,13,1964-65,71,43,46,23,0,AHL
20,Vancouver Canucks,8,1965-66,41,28,37,24,0,WHL
42,Vancouver Canucks,14,1966-67,61,56,60,25,0,WHL
47,Rochester Americans,24,1967-68,72,71,134,26,0,AHL
56,Vancouver Canucks,22,1968-69,70,78,104,27,0,WHL
34,Brandon Olympics,7,1977-78,30,41,45,36,0,CSHL
