pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,University of Alberta,5,0,7,CWUAA,20,1990-91,20,2
82,University of Alberta,11,0,15,CWUAA,41,1991-92,21,4
107,University of Alberta,28,0,39,CWUAA,43,1992-93,22,11
2,Atlanta Knights,1,0,1,IHL,7,1992-93,22,0
72,Atlanta Knights,14,0,18,IHL,70,1993-94,23,4
67,Atlanta Knights,10,0,15,IHL,41,1994-95,24,5
49,Canada,2,0,2,WC-A,11,1996-97,26,0
2,Canada,0,0,1,WC-A,6,1997-98,27,1
2,Hartford Wolf Pack,0,0,0,AHL,2,2002-03,32,0
4,Canada,2,6,3,WC-A,8,2002-03,32,1
190,Hamburg Freezers,7,0,9,Germany,48,2006-07,36,2
