assists,team,goals,year,games_played,points,pim,age,plus_minus,league
19,North St. Paul Dragons,15,1987-88,23,34,16,17,0,High-MN
3,St. Cloud State Huskies,5,1988-89,28,8,28,18,0,NCAA-3
17,St. Cloud State Huskies,4,1989-90,36,21,37,19,0,NCAA-3
26,St. Cloud State Huskies,21,1990-91,41,47,26,20,0,WCHA
8,United States,1,1991-92,54,9,59,21,0,Nat-Tm
0,United States,0,1991-92,8,0,4,21,0,Olympics
8,Peoria Rivermen,0,1992-93,19,8,10,22,0,IHL
5,United States,0,1996-97,8,5,10,26,0,WC-A
1,United States,0,1998-99,6,1,8,28,0,WC-A
2,United States,2,2000-01,9,4,0,30,5,WC-A
1,United States,0,2005-06,6,1,6,35,1,Olympics
