shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
100.0,0,1991-92,0,0,,0,0,0,1,0,1,1,0,STL,1,0,0,21,0,NHL,0,0,,0,4,0,1,[],0
0.0,0,1992-93,30,7,,0,0,0,40,1,0,-2,8,STL,0,0,0,22,0,NHL,0,0,,0,42,0,8,[],0
0.0,0,1993-94,64,10,,0,0,0,88,2,0,-7,12,TOT,0,0,0,23,0,NHL,0,0,,0,69,0,12,[],0
0.0,0,1993-94,64,10,,0,0,0,78,1,0,-8,11,STL,0,0,0,23,0,NHL,0,0,,0,61,0,11,[],0
0.0,0,1993-94,0,0,,0,0,0,10,1,0,1,1,VAN,0,0,0,23,0,NHL,0,0,,0,8,0,1,[],0
3.6,0,1994-95,34,6,,2,0,0,56,3,2,-3,11,VAN,2,0,0,24,0,NHL,0,0,,0,45,0,13,[],0
5.3,0,1995-96,83,12,,4,0,0,113,7,5,8,23,VAN,6,0,0,25,0,NHL,0,0,,0,77,0,29,[],1
4.3,0,1996-97,51,11,,1,0,0,93,3,2,-3,15,VAN,4,0,0,26,1,NHL,0,0,,0,67,0,19,[],2
3.6,0,1997-98,79,12,,7,0,0,84,5,2,3,24,VAN,3,0,0,27,0,NHL,0,0,,0,71,0,27,[],1
5.6,0,1998-99,51,14,1344,1,0,0,90,3,3,5,18,TOT,5,0,0,28,1,NHL,2,0,20:04,0,67,0,23,[],0
3.8,0,1998-99,34,8,784,0,0,0,52,3,0,7,11,VAN,2,0,0,28,0,NHL,2,0,18:40,0,42,0,13,[],0
7.9,0,1998-99,17,6,560,1,0,0,38,0,3,-2,7,FLA,3,0,0,28,1,NHL,0,0,22:24,0,25,0,10,[],0
10.3,0,1999-00,68,17,1489,0,0,0,58,2,4,4,19,FLA,6,0,0,29,1,NHL,0,0,19:36,0,76,0,25,[],2
4.8,0,2000-01,72,11,1527,2,0,0,104,2,1,-7,15,FLA,5,0,0,30,1,NHL,0,0,21:49,0,70,0,20,[],4
5.9,0,2001-02,22,8,1355,0,0,0,85,3,5,-1,11,TOT,5,0,0,31,1,NHL,0,0,23:46,0,57,0,16,[],0
6.5,0,2001-02,12,5,758,0,0,0,46,2,3,-4,7,FLA,3,0,0,31,0,NHL,0,0,24:27,0,31,0,10,[],0
5.1,0,2001-02,10,3,596,0,0,0,39,1,2,3,4,CAR,2,0,0,31,1,NHL,0,0,22:56,0,26,0,6,[],0
2.7,0,2002-03,75,7,1658,1,0,0,113,6,2,-24,14,CAR,3,0,0,32,1,NHL,0,0,23:02,0,72,0,17,[],1
6.3,0,2003-04,64,10,1829,2,0,0,112,5,5,-10,17,CAR,7,0,0,33,3,NHL,0,0,22:35,0,81,0,24,[],2
6.8,0,2005-06,58,15,1503,2,0,0,73,5,2,11,22,CAR,5,0,0,35,1,NHL,1,0,20:19,0,74,0,27,[],2
0.0,0,2006-07,36,6,998,0,0,0,44,4,0,-8,10,CAR,0,0,0,36,0,NHL,0,0,19:58,0,50,0,10,[],0
2.5,0,2007-08,70,14,1273,0,20,153,80,1,2,17,15,CAR,2,26,0,37,0,NHL,0,108,19:18,65,66,0,17,[],0
2.5,0,2008-09,36,3,832,0,21,95,40,2,1,-7,5,ANA,1,6,0,38,0,NHL,0,37,16:18,51,51,0,6,[],0
