power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,1,0,0,NHL,1934-35,22,0,MTM,,0,0,0,0,0,,SC,0,0
0,5,1,0,NHL,1936-37,24,1,MTL,,0,0,0,0,0,,,0,0
0,3,4,0,NHL,1937-38,25,3,MTL,,1,2,0,0,0,,,0,0
0,3,2,0,NHL,1938-39,26,1,MTL,,1,2,0,0,0,,,0,0
0,3,3,0,NHL,1940-41,28,0,MTL,,3,5,0,0,0,,,0,0
0,3,3,0,NHL,1941-42,29,0,MTL,,3,2,0,0,0,,,0,0
0,5,7,0,NHL,1942-43,30,4,MTL,,3,0,0,0,0,,,0,0
0,0,0,0,NHL,1943-44,31,7,MTL,,0,2,0,0,0,,SC,0,0
0,6,2,0,NHL,1944-45,32,0,MTL,,2,5,0,0,0,,,0,0
0,9,13,0,NHL,1945-46,33,0,MTL,,6,5,0,0,0,,SC,0,0
0,0,9,0,NHL,1946-47,34,2,MTL,,0,0,0,0,0,,,0,0
