giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,3,0,19,0,0,6,1,0,0,,DET,0,0,[],0.0,0,1,-2,0,0,0,1990-91,0,,0,0,0,1
0,NHL,51,0,21,0,0,47,21,0,0,,DET,0,0,[],8.5,4,17,0,4,0,0,1992-93,0,,0,16,0,17
0,NHL,62,1,22,0,0,91,29,0,4,,DET,0,0,[],8.8,7,21,2,8,0,1,1993-94,0,,0,10,0,17
0,NHL,28,0,23,0,0,39,15,0,2,,TOT,0,0,[],10.3,2,11,4,4,0,0,1994-95,0,,2,8,0,9
0,NHL,13,0,23,0,0,11,8,0,1,,DET,0,0,[],18.2,2,6,3,2,0,0,1994-95,0,,0,2,0,5
0,NHL,15,0,23,0,0,28,7,0,1,,MDA,0,0,[],7.1,0,5,1,2,0,0,1994-95,0,,2,6,0,4
0,NHL,74,2,24,0,0,159,38,0,9,,TOT,0,0,[],8.8,6,24,-18,14,0,1,1995-96,0,,7,38,0,15
0,NHL,62,2,24,0,0,143,34,0,9,,MDA,0,0,[],9.1,6,21,-20,13,0,0,1995-96,0,,7,32,0,12
0,NHL,12,0,24,0,0,16,4,0,0,,VAN,0,0,[],6.3,0,3,2,1,0,1,1995-96,0,,0,6,0,3
0,NHL,78,2,25,0,0,112,37,0,1,,VAN,0,0,[],15.2,11,20,-3,17,0,3,1996-97,0,,3,25,1,18
0,NHL,75,1,26,0,0,96,41,0,5,,TOT,0,0,[],0,15,20,-11,21,0,4,1997-98,0,,2,50,1,14
0,NHL,48,1,26,0,0,56,19,0,1,,VAN,0,0,[],17.9,7,9,-14,10,0,2,1997-98,0,,1,34,1,7
0,NHL,27,0,26,0,0,40,22,0,4,,PHI,0,0,[],27.5,8,11,3,11,0,2,1997-98,0,,1,16,0,7
0,NHL,79,0,27,0,0,92,13,0,0,1021,TOT,0,0,[],8.7,6,5,-29,8,0,2,1998-99,0,12:55,0,36,0,5
0,NHL,25,0,27,0,0,23,3,0,0,268,PHI,0,0,[],0.0,0,3,-9,0,0,0,1998-99,0,10:42,0,8,0,3
0,NHL,54,0,27,0,0,69,10,0,0,753,TBL,0,0,[],11.6,6,2,-20,8,0,2,1998-99,0,13:57,0,28,0,2
0,NHL,80,2,28,0,0,146,52,0,9,1574,TOT,0,0,[],15.8,12,29,-30,23,0,3,1999-00,0,19:40,8,102,2,18
0,NHL,67,1,28,0,0,126,44,0,8,1320,TBL,0,0,[],15.1,10,25,-29,19,0,3,1999-00,0,19:42,6,86,2,15
0,NHL,13,1,28,0,0,20,8,0,1,254,FLA,0,0,[],20.0,2,4,-1,4,0,0,1999-00,0,19:33,2,16,0,3
0,NHL,68,2,29,0,0,119,41,0,12,1227,TOT,0,0,[],13.4,15,25,-11,16,0,0,2000-01,0,18:02,1,48,1,12
0,NHL,55,2,29,0,0,100,34,0,11,1038,FLA,0,0,[],13.0,12,21,-12,13,0,0,2000-01,0,18:52,1,44,1,9
0,NHL,13,0,29,0,0,19,7,0,1,189,OTT,0,0,[],15.8,3,4,1,3,0,0,2000-01,0,14:31,0,4,0,3
0,NHL,80,5,30,0,0,150,43,0,8,1668,CBJ,0,0,[],13.3,12,23,-35,20,0,0,2001-02,0,20:51,8,54,0,15
0,NHL,75,3,31,0,0,128,43,0,7,1435,CBJ,0,0,[],14.1,6,25,-21,18,0,3,2002-03,0,19:08,9,52,3,15
0,NHL,76,0,32,0,0,106,24,0,1,1244,TOT,0,0,[],12.3,11,11,-10,13,0,2,2003-04,0,16:22,0,68,1,9
0,NHL,60,0,32,0,0,66,14,0,0,922,PHX,0,0,[],12.1,7,6,-14,8,0,1,2003-04,0,15:22,0,54,1,5
0,NHL,16,0,32,0,0,40,10,0,1,322,STL,0,0,[],12.5,4,5,4,5,0,1,2003-04,0,20:08,0,14,0,4
0,NHL,79,2,34,0,0,211,63,0,16,1520,TOT,0,0,[],15.2,17,31,-17,32,0,1,2005-06,0,19:15,14,63,1,14
0,NHL,48,1,34,0,0,131,41,0,13,945,STL,0,0,[],16.8,10,19,-17,22,0,1,2005-06,0,19:41,11,49,0,6
0,NHL,31,1,34,0,0,80,22,0,3,576,NSH,0,0,[],12.5,7,12,0,10,0,0,2005-06,0,18:34,3,14,1,8
0,NHL,82,3,35,0,0,152,59,0,12,1584,NYI,0,0,"[{'link': '/awards/voting-2007.html#selke', 'name': 'Selke-23'}]",17.1,13,33,5,26,0,2,2006-07,0,19:19,11,46,1,20
32,NHL,52,2,36,448,161,94,26,28,3,968,NYI,30,56.3,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-35'}]",14.9,9,12,-10,14,578,2,2007-08,25,18:36,3,28,0,9
2,NHL,7,0,37,51,24,14,2,7,0,99,NYI,0,58.2,[],14.3,1,0,-5,2,71,0,2008-09,4,14:08,1,0,0,0
