average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,20,0,0,WHA,22,0,110,-24,104,8,0,0,0,1974-75,CHC,8,12,[],7.7,,77
,20,1,0,WHA,23,0,62,-5,91,2,0,0,0,1975-76,TOT,2,18,[],2.2,,78
,9,0,0,WHA,23,0,32,-13,47,1,0,0,0,1975-76,DOT,1,8,[],2.1,,41
,11,1,0,WHA,23,0,30,8,44,1,0,0,0,1975-76,INR,1,10,[],2.3,,37
,15,0,0,WHA,24,0,63,-22,37,0,0,0,0,1976-77,INR,0,15,[],0.0,,55
,19,0,0,WHA,25,0,70,-9,46,3,0,0,0,1977-78,TOT,3,16,[],6.5,,50
,8,0,0,WHA,25,0,23,0,14,1,0,0,0,1977-78,INR,1,7,[],7.1,,22
,11,0,0,WHA,25,0,47,-9,32,2,0,0,0,1977-78,CNS,2,9,[],6.3,,28
,16,0,0,WHA,26,0,85,-23,64,4,1,0,0,1978-79,TOT,5,11,[],7.8,,71
,2,0,0,WHA,26,0,2,-1,4,1,0,0,0,1978-79,INR,1,1,[],25.0,,2
,14,0,0,WHA,26,0,83,-22,60,3,1,0,0,1978-79,CNS,4,10,[],6.7,,69
,0,0,0,NHL,27,0,4,4,2,0,0,0,0,1979-80,EDM,0,0,[],0.0,,2
