year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,18,9,33,6,0,Fin-Jr.,14,TuTo Turku Jr.,15
1994-95,18,1,0,0,0,Finland,1,TuTo Turku,1
1995-96,19,30,48,21,0,Fin-Jr.,25,TuTo Turku Jr.,51
1995-96,19,0,4,0,0,Finland,6,TuTo Turku,0
1996-97,20,2,36,14,0,Fin-Jr.,9,TuTo Turku Jr.,16
1996-97,20,21,30,29,0,Finland-2,39,TuTo Turku,50
1997-98,21,27,60,33,0,Finland-2,41,Hermes Kokkola,60
1998-99,22,15,46,24,0,Finland,46,HPK Hameenlinna,39
1999-00,23,25,60,27,0,Finland,53,HPK Hameenlinna,52
2000-01,24,18,50,31,0,Finland,54,HPK Hameenlinna,49
2000-01,24,2,8,6,6,WC-A,9,Finland,8
2001-02,25,14,22,24,6,AHL,49,Cincinnati Mighty Ducks,38
2001-02,25,3,4,5,3,WC-A,9,Finland,8
2002-03,26,16,41,31,0,Finland,55,HIFK Helsinki,47
2003-04,27,32,22,30,0,Finland,56,HIFK Helsinki,62
2003-04,27,1,0,3,3,WC-A,7,Finland,4
2004-05,28,12,50,6,0,Finland,34,HIFK Helsinki,18
2004-05,28,1,0,4,3,WC-A,7,Finland,5
2005-06,29,13,57,12,0,Swiss,43,EV Zug,25
2006-07,30,8,26,8,0,Sweden,27,Timra IK,16
2006-07,30,2,2,0,1,WC-A,9,Finland,2
2007-08,31,11,28,16,0,Sweden,34,Timra IK,27
2008-09,32,6,38,18,0,Sweden,31,Timra IK,24
2009-10,33,8,22,13,0,Sweden,54,Timra IK,21
2010-11,34,11,18,10,0,Sweden,36,Timra IK,21
2011-12,35,7,20,9,0,Sweden,53,Timra IK,16
2011-12,35,1,0,0,0,Sweden-Q,5,Timra IK,1
2012-13,36,13,38,17,0,Finland,60,Pelicans Lahti,30
