average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,19,0,0,0,0,0,0,0,0,1949-50,TOR,0,0,[],0,,2
,6,0,0,NHL,21,0,30,0,0,0,0,0,0,1951-52,TOR,3,3,[],0,,20
,25,0,0,NHL,22,0,54,0,0,0,0,0,0,1952-53,TOR,14,11,[],0,,52
,32,0,0,NHL,23,0,60,0,0,0,0,0,0,1953-54,TOR,17,15,[],0,,63
,28,0,0,NHL,24,0,80,0,0,0,0,0,0,1954-55,TOR,10,18,[],0,,66
,48,0,0,NHL,25,0,97,0,0,0,0,0,0,1955-56,TOR,16,32,[],0,,67
,44,0,0,NHL,26,0,37,0,0,0,0,0,0,1956-57,TOR,18,26,[],0,,54
,42,0,0,NHL,27,0,93,0,0,0,0,0,0,1957-58,TOR,17,25,[],0,,59
,36,0,0,NHL,28,0,37,0,0,0,0,0,0,1958-59,TOR,20,16,[],0,,59
,51,0,0,NHL,29,0,60,0,0,0,0,0,0,1959-60,TOR,23,28,[],0,,0
,33,0,0,NHL,30,0,21,0,0,0,0,0,0,1960-61,TOR,14,19,[],0,,47
,53,0,0,NHL,31,0,27,0,0,0,0,0,0,1961-62,TOR,21,32,[],0,,0
,43,0,0,NHL,32,0,27,0,0,0,0,0,0,1962-63,TOR,19,24,[],0,,0
,37,3,0,NHL,33,0,14,0,0,13,7,0,0,1963-64,TOR,20,17,[],0,,66
,37,3,0,NHL,34,0,14,0,0,12,3,0,0,1964-65,TOR,15,22,[],0,,59
,51,3,2,NHL,35,0,12,0,0,11,3,0,0,1965-66,TOR,16,35,[],0,,70
,33,3,0,NHL,36,0,26,0,0,6,3,0,0,1966-67,TOR,9,24,[],0,,0
,34,2,0,NHL,37,18,4,8,125,11,2,0,3,1967-68,TOR,13,21,[],10.4,,62
,27,1,1,NHL,38,12,10,-9,103,9,1,0,4,1968-69,TOR,11,16,[],10.7,,53
,28,3,0,NHL,39,14,12,9,93,11,2,1,0,1969-70,TOR,13,15,[],14.0,,49
,25,1,0,NHL,40,11,6,7,93,7,0,4,3,1970-71,TOR,7,18,[],7.5,,59
