assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,2010-11,8,1,0,Trencin Dukla,16,10,2,Slovak
6,2011-12,32,10,4,Trencin Dukla,17,12,6,Slovak
4,2012-13,37,7,3,Bratislava Slovan,18,26,4,KHL
2,2013-14,41,5,3,Bratislava Slovan,19,41,-11,KHL
2,2013-14,41,5,3,HC Slovan Bratislava,19,41,-11,KHL
4,2013-14,10,6,2,Springfield Falcons,19,4,-2,AHL
1,2013-14,8,1,0,HC Slovan Bratislava,19,4,0,ET
8,2013-14,8,14,6,Slovakia U20 (all),19,20,0,Internationa
1,2013-14,5,3,2,Slovakia U20,19,4,1,WJC-20
8,2014-15,39,19,11,Springfield Falcons,20,34,-4,AHL
0,2014-15,6,1,1,Slovakia (all),20,2,1,Internationa
0,2014-15,5,1,1,Slovakia,20,2,0,WC
1,2015-16,6,2,1,Slovakia,21,8,-3,WC
19,2015-16,34,23,4,Rockford IceHogs,21,40,17,AHL
4,2015-16,10,7,3,Slovakia (all),21,24,0,Internationa
2,2016-17,6,2,0,Manitoba Moose,22,4,-6,AHL
