average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,1,0,0,0,NHL,21,1,0,9,1,8,0,0,0,0,0,0,0,1991-92,NJD,0,0,1,0,0.0,,5,[]
,0,34,2,0,0,NHL,22,19,0,63,14,123,0,14,0,0,0,1,0,1992-93,NJD,14,0,20,0,11.4,,65,[]
,0,44,3,0,0,NHL,23,15,0,101,14,195,0,23,0,2,0,4,0,1993-94,NJD,25,0,19,0,12.8,,81,[]
,0,25,3,0,0,NHL,24,11,0,72,6,96,0,8,0,4,0,2,0,1994-95,NJD,12,0,13,0,12.5,,48,[]
,0,53,6,0,0,NHL,25,25,0,116,7,216,0,15,0,8,0,5,0,1995-96,NJD,23,0,30,0,10.6,,80,[]
,0,47,9,0,0,NHL,26,14,0,95,-2,177,0,22,0,7,0,4,0,1996-97,NJD,29,0,18,0,16.4,,0,[]
,0,39,4,0,0,NHL,27,13,0,93,1,178,0,9,0,9,0,8,0,1997-98,TOT,18,0,21,0,10.1,,59,[]
,0,10,2,0,0,NHL,27,4,0,13,0,48,0,4,0,1,0,1,0,1997-98,NJD,5,0,5,0,10.4,,19,[]
,0,29,2,0,0,NHL,27,9,0,80,1,130,0,5,0,8,0,7,0,1997-98,EDM,13,0,16,0,10.0,,40,[]
19:42,0,64,2,0,0,NHL,28,25,0,133,7,261,0,17,0,13,0,9,0,1998-99,EDM,30,0,34,0,11.5,1576,80,[]
18:01,0,46,2,0,0,NHL,29,16,0,123,4,188,0,13,0,11,0,6,0,1999-00,EDM,24,0,22,0,12.8,1262,70,[]
22:00,0,85,5,1,0,NHL,30,28,0,140,7,289,0,28,0,11,0,17,0,2000-01,TOT,40,0,45,0,13.8,1870,0,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2001.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2001.html#selke', 'name': 'Selke-41'}]"
19:49,0,22,1,0,0,NHL,30,8,0,18,11,64,0,8,0,4,0,2,0,2000-01,EDM,12,0,10,0,18.8,416,21,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2001.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2001.html#selke', 'name': 'Selke-41'}]"
22:43,0,63,4,1,0,NHL,30,20,0,122,-4,225,0,20,0,7,0,15,0,2000-01,BOS,28,0,35,0,12.4,1454,64,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2001.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2001.html#selke', 'name': 'Selke-41'}]"
20:45,0,66,7,1,0,NHL,31,17,0,91,-1,0,0,30,0,10,0,8,0,2001-02,BOS,41,0,25,0,11.5,1618,78,"[{'link': '/awards/nhl_all_star.html#2002', 'name': None}, {'link': '/awards/voting-2002.html#AS', 'name': 'AS-8'}]"
18:33,0,50,2,0,0,NHL,32,14,0,113,5,229,0,14,0,11,1,10,0,2002-03,DAL,25,0,25,0,10.9,1187,64,[]
18:42,0,69,0,0,0,NHL,33,22,0,109,14,263,0,25,0,9,0,13,0,2003-04,DAL,34,0,35,0,12.9,1533,82,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-8'}]"
16:25,0,40,2,0,0,NHL,35,13,0,115,0,210,0,10,0,3,0,14,0,2005-06,DAL,13,0,27,0,6.2,1150,70,[]
17:00,0,56,7,0,0,NHL,36,13,0,66,10,225,0,27,0,9,0,7,0,2006-07,TOT,36,0,20,0,16.0,1309,77,[]
17:26,0,47,6,0,0,NHL,36,12,0,52,8,189,0,21,0,7,0,7,0,2006-07,STL,28,0,19,0,14.8,1063,61,[]
15:22,0,9,1,0,0,NHL,36,1,0,14,2,36,0,6,0,2,0,0,0,2006-07,SJS,8,0,1,0,22.2,246,16,[]
17:23,397,44,5,0,20,NHL,37,14,12,65,-15,227,66.7,16,6,7,0,7,44,2007-08,NYI,23,62,21,54,10.1,1408,81,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-83'}]"
16:40,386,48,4,0,29,NHL,38,14,30,81,-12,226,46.9,16,34,5,0,13,32,2008-09,TOT,21,72,27,36,9.3,1300,78,[]
17:13,313,36,3,0,27,NHL,38,11,27,63,-15,181,44.3,11,34,5,0,9,30,2008-09,NYI,16,59,20,35,8.8,1050,61,[]
14:44,73,12,1,0,2,NHL,38,3,3,18,3,45,100.0,5,0,0,0,4,2,2008-09,PIT,5,13,7,1,11.1,250,17,[]
17:32,376,45,4,0,13,NHL,39,17,14,75,-9,227,50.0,10,14,11,0,7,9,2009-10,PIT,21,77,24,38,9.3,1367,78,[]
