assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1968-69,16,3,2,St. Catharines Black Hawks,20,46,0,OHA-Jr.
3,1969-70,11,3,0,Iowa Stars,21,4,0,CHL
4,1971-72,9,4,0,Cincinnati Swords,23,58,0,AHL
15,1972-73,15,22,7,Cincinnati Swords,24,56,0,AHL
