age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,25.0,2,2,-2,NHL,6,0,1986-87,0,8,2,,0,0,,CGY,4
21,,14.3,2,4,0,NHL,8,0,1987-88,0,21,3,,1,2,,CGY,7
22,SC,17.5,4,4,0,NHL,0,0,1988-89,1,57,10,,6,10,,CGY,14
23,,21.1,3,6,6,NHL,6,0,1989-90,0,19,4,,1,4,,CGY,10
24,,14.8,2,1,-4,NHL,7,0,1990-91,0,27,4,,2,10,,CGY,5
26,,14.3,2,6,-4,NHL,6,0,1992-93,0,21,3,,1,10,,CGY,9
27,,25.0,1,2,0,NHL,6,0,1993-94,0,8,2,,1,0,,CGY,4
28,,19.0,2,3,0,NHL,5,0,1994-95,1,21,4,,2,0,,CGY,7
30,,9.5,2,2,-1,NHL,7,0,1996-97,0,21,2,,0,6,,DAL,4
31,,100.0,1,0,1,NHL,1,0,1997-98,0,1,1,,0,0,,DAL,1
32,SC,15.3,0,10,7,NHL,0,0,1998-99,0,72,0,18:27,3,19,424,DAL,21
33,,15.6,4,3,-2,NHL,0,0,1999-00,2,45,7,16:41,3,18,384,DAL,10
34,,22.2,3,0,-2,NHL,7,0,2000-01,1,18,4,15:50,1,4,111,DAL,4
35,,0.0,0,1,-2,NHL,5,0,2001-02,0,8,0,19:22,0,0,97,NJD,1
36,SC,12.5,2,6,-2,NHL,17,0,2002-03,0,24,3,15:03,1,4,256,NJD,9
37,,26.1,5,0,0,NHL,9,0,2003-04,2,23,6,15:24,1,4,139,TOR,6
