shorthanded_goals,power_play_goals,year,team,average_ice_time,age,points,shotsPercentage,assists,league,pim,game_winning_goals,goals,win,plus_minus,total_ice_time,games_played,even_strength_goals,shots
0,0,1978-79,LAK,,22,0,0.0,0,NHL,0,0,0,,0,,2,0,4
