pim,team,assists,plus_minus,points,league,games_played,year,age,goals
39,Cornwall Royals,34,0,70,QMJHL,71,1976-77,17,36
29,Cornwall Royals,68,0,122,QMJHL,69,1977-78,18,54
4,United States,9,0,13,WJC-A,6,1977-78,18,4
41,Cornwall Royals,70,0,132,QMJHL,65,1978-79,19,62
2,United States,2,0,3,WJC-A,5,1978-79,19,1
32,Salt Lake Golden Eagles,21,0,51,CHL,67,1979-80,20,30
27,Salt Lake Golden Eagles,26,0,61,CHL,79,1980-81,21,35
43,Salt Lake Golden Eagles,45,0,99,CHL,74,1981-82,22,54
2,Salt Lake Golden Eagles,23,0,38,CHL,25,1982-83,23,15
6,New Haven Nighthawks,8,0,15,AHL,27,1985-86,26,7
0,Salt Lake Golden Eagles,1,0,1,IHL,2,1986-87,27,0
7,2 Teams,2,0,5,AHL,9,1986-87,27,3
7,New Haven Nighthawks,0,0,3,AHL,4,1986-87,27,3
0,Binghamton Whalers,2,0,2,AHL,5,1986-87,27,0
0,Krefelder EV,28,0,64,W.Ger-2,28,1987-88,28,36
39,Krefelder EV,27,0,80,W.Ger-2,33,1988-89,29,53
