pim,team,assists,plus_minus,points,league,games_played,year,age,goals
18,UFA Bisons,14,0,27,AMHL,36,2004-05,15,13
30,Lethbridge Hurricanes,33,3,51,WHL,64,2005-06,16,18
52,Lethbridge Hurricanes,60,19,91,WHL,69,2006-07,17,31
4,Canada,3,4,7,WJ18-A,6,2006-07,17,4
80,Lethbridge Hurricanes,39,26,72,WHL,61,2007-08,18,33
2,Canada,0,0,0,WJC-A,7,2007-08,18,0
22,Lethbridge Hurricanes,29,16,57,WHL,43,2008-09,19,28
2,Albany River Rats,1,0,1,AHL,2,2008-09,19,0
0,Canada,3,8,7,WJC-A,6,2008-09,19,4
24,Albany River Rats,21,1,36,AHL,52,2009-10,20,15
48,Charlotte Checkers,43,4,65,AHL,60,2010-11,21,22
46,Charlotte Checkers,23,-10,44,AHL,64,2011-12,22,21
16,Charlotte Checkers,20,8,43,AHL,49,2012-13,23,23
55,Charlotte Checkers,38,-7,74,AHL,69,2013-14,24,36
14,Charlotte Checkers,12,-13,24,AHL,39,2014-15,25,12
