assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,U. of Alaska Fairbanks,3,2002-03,35,8,10,18,0,CCHA
9,U. of Alaska Fairbanks,4,2003-04,36,13,38,19,0,CCHA
1,U. of Alaska Fairbanks,0,2004-05,3,1,21,20,0,CCHA
10,U. of Alaska Fairbanks,4,2005-06,38,14,74,21,0,CCHA
4,Norfolk Admirals,1,2005-06,13,5,13,21,7,AHL
12,Norfolk Admirals,4,2006-07,80,16,84,22,20,AHL
4,Rockford IceHogs,3,2007-08,45,7,58,23,-3,AHL
6,Rockford IceHogs,3,2008-09,53,9,45,24,4,AHL
2,Houston Aeros,0,2011-12,10,2,10,27,8,AHL
9,HC Lugano,1,2011-12,29,10,18,27,0,Swiss
9,Norfolk Admirals,2,2012-13,62,11,63,28,-9,AHL
