giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,7,0,19,0,0,3,0,0,0,51,WSH,0,0,[],0.0,0,0,-3,0,0,0,2001-02,0,7:17,0,2,0,0
0,NHL,72,0,20,0,0,38,11,0,0,701,WSH,0,0,[],5.3,2,9,7,2,0,0,2002-03,0,9:44,0,93,0,9
0,NHL,30,0,21,0,0,24,2,0,0,308,WSH,0,0,[],8.3,2,0,-5,2,0,0,2003-04,0,10:15,0,28,0,0
0,NHL,76,0,23,0,0,85,30,0,0,1044,WSH,0,0,[],16.5,12,16,-17,14,0,2,2005-06,0,13:44,0,73,0,16
0,NHL,69,0,24,0,0,87,17,0,0,945,WSH,0,0,[],8.0,6,10,-9,7,0,0,2006-07,0,13:41,1,78,0,10
8,NHL,50,0,25,150,78,49,2,67,0,429,TOT,8,46.0,[],2.0,1,1,-4,1,128,0,2007-08,17,8:35,0,64,0,1
0,NHL,5,0,25,11,8,3,1,9,0,34,WSH,2,52.2,[],33.3,1,0,-2,1,12,0,2007-08,1,6:49,0,7,0,0
8,NHL,45,0,25,139,70,46,1,58,0,395,ANA,6,45.5,[],0.0,0,1,-2,0,116,0,2007-08,16,8:47,0,57,0,1
15,NHL,59,0,26,152,109,67,15,102,0,644,TOT,10,42.4,[],11.9,7,7,1,8,112,1,2008-09,15,10:55,0,71,0,7
2,NHL,17,0,26,23,26,17,6,21,0,122,ANA,3,48.9,[],17.6,3,3,6,3,22,0,2008-09,2,7:12,0,19,0,3
13,NHL,42,0,26,129,83,50,9,81,0,521,DAL,7,41.1,[],10.0,4,4,-5,5,90,1,2008-09,13,12:25,0,52,0,4
6,NHL,46,0,27,23,72,49,9,88,0,396,DAL,9,43.9,[],10.2,5,4,8,5,18,0,2009-10,11,8:37,0,66,0,4
8,NHL,51,0,28,13,56,32,4,70,0,378,DAL,9,59.4,[],6.3,2,2,-10,2,19,0,2010-11,9,7:25,0,58,0,2
