assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Renfrew Timberwolves,0,1990-91,7,0,5,17,0,NOHA
1,Peterborough Petes,1,1991-92,49,2,73,18,0,OHL
10,2 Teams,7,1992-93,58,17,117,19,0,OHL
0,Peterborough Petes,0,1992-93,5,0,10,19,0,OHL
10,Windsor Spitfires,7,1992-93,53,17,107,19,0,OHL
34,Renfrew Timberwolves,16,1993-94,32,50,250,20,0,ON-Jr.B
49,Renfrew Timberwolves,30,1994-95,35,79,188,21,0,ON-Jr.B
20,Mobile Mysticks,7,1995-96,62,27,152,22,0,ECHL
0,Cape Breton Oilers,0,1995-96,1,0,0,22,0,AHL
17,Mobile Mysticks,6,1996-97,56,23,253,23,0,ECHL
0,Kansas City Blades,0,1996-97,6,0,9,23,0,IHL
28,Kansas City Blades,22,1997-98,82,50,303,24,0,IHL
16,Canada,5,1998-99,36,21,66,25,0,Nat-Tm
2,Kentucky Thoroughblades,2,1998-99,18,4,108,25,3,AHL
52,Kentucky Thoroughblades,11,1999-00,69,63,238,26,-2,AHL
19,Chicago Wolves,12,2003-04,58,31,120,30,-2,AHL
21,Eisbaren Berlin,6,2004-05,49,27,142,31,0,Germany
17,Hannover Scorpions,11,2005-06,43,28,196,32,0,Germany
17,2 Teams,6,2006-07,41,23,187,33,0,Swiss
4,EHC Basel,0,2006-07,15,4,67,33,0,Swiss
13,HC Fribourg-Gotteron,6,2006-07,26,19,120,33,0,Swiss
18,HC Fribourg-Gotteron,9,2007-08,41,27,84,34,0,Swiss
19,HC Fribourg-Gotteron,11,2008-09,47,30,172,35,0,Swiss
26,HC Fribourg-Gotteron,9,2009-10,48,35,78,36,0,Swiss
21,HC Fribourg-Gotteron,6,2010-11,50,27,121,37,0,Swiss
12,HC Fribourg-Gotteron,4,2011-12,39,16,69,38,0,Swiss
8,HC Fribourg-Gotteron,1,2012-13,36,9,52,39,0,Swiss
