pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Regina Blues,42,0,86,SJHL,42,1978-79,17,44
0,Regina Pats,2,0,5,WHL,19,1978-79,17,3
25,Regina Pats,11,0,20,WHL,39,1979-80,18,9
37,Regina Pats,86,0,153,WHL,72,1980-81,19,67
59,Regina Pats,111,0,190,WHL,71,1981-82,20,79
26,Salt Lake Golden Eagles,27,0,47,CHL,68,1982-83,21,20
69,Montana Magic,32,0,59,CHL,72,1983-84,22,27
0,Toledo Goaldiggers,0,0,0,IHL,2,1983-84,22,0
86,Muskegon Mohawks,68,0,107,IHL,82,1984-85,23,39
121,Muskegon Lumberjacks,72,0,111,IHL,82,1985-86,24,39
110,Muskegon Lumberjacks,82,0,136,IHL,82,1986-87,25,54
49,Muskegon Lumberjacks,36,0,56,IHL,31,1987-88,26,20
40,Muskegon Lumberjacks,39,0,64,IHL,48,1988-89,27,25
118,Muskegon Lumberjacks,49,0,78,IHL,46,1989-90,28,29
102,Muskegon Lumberjacks,20,0,34,IHL,30,1990-91,29,14
160,Muskegon Lumberjacks,70,0,112,IHL,81,1991-92,30,42
172,Atlanta Knights,50,0,84,IHL,69,1992-93,31,34
126,Cleveland Lumberjacks,70,0,101,IHL,81,1993-94,32,31
90,Cleveland Lumberjacks,36,0,60,IHL,61,1994-95,33,24
150,Cleveland Lumberjacks,53,0,95,IHL,81,1995-96,34,42
56,Cleveland Lumberjacks,34,0,54,IHL,61,1996-97,35,20
105,Cleveland Lumberjacks,33,-12,53,IHL,72,1997-98,36,20
121,Cleveland Lumberjacks,26,0,54,IHL,81,1998-99,37,28
83,Cleveland Lumberjacks,27,-7,43,IHL,64,1999-00,38,16
