assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Lac St-Louis Lions,1,1987-88,2,1,0,16,0,QAAA
4,Lac St-Louis Lions,1,1988-89,3,5,6,17,0,QAAA
4,Cornwall Aces,2,1993-94,13,6,6,22,0,AHL
7,Cornwall Aces,0,1994-95,14,7,10,23,0,AHL
2,Providence Bruins,1,1995-96,4,3,20,24,0,AHL
1,Quebec Rafales,1,1996-97,8,2,4,25,0,IHL
