goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1992-93,24,600,0,0,0,0,0,0,Leksands IF,0,0,0,2.40,19,Sweden,0,0,10,0,0,0
0,0,0,1993-94,48,1020,0,0,0,0,0,0,Leksands IF,0,0,0,2.82,20,Sweden,0,0,17,0,0,0
0,0,0,1994-95,58,986,0,0,0,0,0,0,Leksands IF,0,0,0,3.53,21,Sweden,0,0,17,0,0,0
0,0,0,1995-96,95,2013,0,0,0,0,0,0,Leksands IF,0,0,0,2.83,22,Sweden,0,0,34,0,0,0
0,0,0,1996-97,95,2260,0,0,0,0,0,0,Leksands IF,3,0,0,2.52,23,Sweden,0,0,38,0,0,0
0,0,0,1996-97,1,60,0,0,0,0,0,0,Sweden,0,0,0,1.00,23,WC-A,0,0,1,0,0,0
0,0,0,1997-98,7,100,0,0,0,51,58,0,Baton Rouge Kingfish,0,0,0,4.20,24,ECHL,.879,0,2,0,1,1
0,0,0,1997-98,2,60,0,0,0,0,0,0,Sweden,0,0,0,2.00,24,WC-A,0,0,1,0,1,0
0,0,0,1997-98,64,1471,3,0,0,665,729,0,2 Teams,2,0,0,2.61,24,IHL,.912,0,30,0,15,6
0,0,0,1997-98,32,726,2,0,0,286,318,0,Detroit Vipers,1,0,0,2.64,24,IHL,.899,0,16,0,7,2
0,0,0,1997-98,32,745,1,0,0,379,411,0,Manitoba Moose,1,0,0,2.58,24,IHL,.922,0,14,0,8,4
0,0,0,1998-99,140,2940,0,18,0,0,0,0,Leksands IF,0,0,0,2.86,25,Sweden,0,0,48,0,0,0
0,0,0,1998-99,0,1,0,0,0,0,0,0,Sweden,0,0,0,0.00,25,WC-A,0,0,1,0,0,0
0,0,0,1999-00,88,1973,5,6,0,968,1056,4,Kentucky Thoroughblades,3,0,0,2.68,26,AHL,.917,0,33,4,18,9
0,0,0,2000-01,115,2697,7,10,0,1193,1308,1,Manitoba Moose,1,0,0,2.56,27,IHL,.912,0,46,1,23,13
0,0,0,2001-02,1,60,0,0,0,0,0,0,Sweden,0,0,0,1.00,28,Olympics,0,0,1,0,1,0
0,0,0,2003-04,9,125,0,2,0,68,77,0,Manitoba Moose,0,0,0,4.32,30,AHL,.883,0,2,0,0,2
0,0,0,2004-05,45,1274,0,12,0,0,0,0,Leksands IF,1,0,0,2.12,31,Sweden-2,0,0,21,0,0,0
