goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
102,-0.75,0,2000-01,43,,1123,0,0,0,439,482,0,PIT,2,0,0,2.30,27,NHL,.911,0,18,0,9,9
0,0,0,2003-04,4,,98,0,0,0,47,51,0,VAN,0,0,0,2.45,30,NHL,.922,0,2,0,1,1
0,0,0,2006-07,5,,117,0,0,0,64,69,0,ATL,0,0,0,2.56,33,NHL,.928,0,2,0,0,2
0,0,0,2011-12,1,,36,0,0,0,13,14,0,NJD,0,0,0,1.67,38,NHL,.929,0,1,0,0,1
