assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,S\xc3\xb6dert\xc3\xa4lje SK J18,0,2007-08,2,0,4,17,0,J18 Allsvens
2,S\xc3\xb6dert\xc3\xa4lje SK J18,3,2008-09,3,5,2,18,0,J18 Allsvens
1,S\xc3\xb6dert\xc3\xa4lje SK J20,0,2008-09,2,1,0,18,0,SuperElit
4,S\xc3\xb6dert\xc3\xa4lje SK,0,2009-10,10,4,0,19,-2,SHL
4,S\xc3\xb6dert\xc3\xa4lje SK,0,2010-11,10,4,4,20,-1,SHL
2,Malm\xc3\xb6 Redhawks,1,2011-12,6,3,0,21,-4,Allsvenskan
2,VIK V\xc3\xa4ster\xc3\xa5s HK,0,2012-13,8,2,0,22,-1,Allsvenskan
0,Skellefte\xc3\xa5 AIK,0,2013-14,2,0,0,23,-1,SHL
9,Skellefte\xc3\xa5 AIK,2,2014-15,15,11,0,24,-2,SHL
6,Skellefte\xc3\xa5 AIK,3,2015-16,16,9,4,25,0,SHL
0,San Jose Barracuda,1,2016-17,2,1,0,26,1,AHL
