year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1947-48,19,21,41,22,0,QJHL,32,Montreal Nationale,43
1948-49,20,14,28,7,0,QSHL,44,Montreal Royals,21
1949-50,21,31,79,25,0,QSHL,60,Chicoutimi Sagueneens,56
1950-51,22,5,28,5,0,AHL,26,Cincinnati Mohawks,10
1951-52,23,22,53,27,0,QMHL,60,Quebec Aces,49
1951-52,23,2,14,0,0,Alx-Cup,5,Quebec Aces,2
1952-53,24,3,35,12,0,QMHL,29,Quebec Aces,15
1952-53,24,8,37,11,0,WHL,29,New Westminster Royals,19
1953-54,25,3,20,6,0,QHL,19,Ottawa Senators,9
1953-54,25,23,34,32,0,MMHL,38,Charlottetown Islanders,55
1954-55,26,4,7,9,0,NOHA,16,North Bay Trappers,13
1954-55,26,3,12,5,0,IHL,19,Fort Wayne/Toledo,8
