even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
1,0,TOR,1,0,26,0,,NHL,0,9,,1973-74,4,11.1,,0,1,-1
1,3,TOR,1,4,27,1,,NHL,0,12,,1974-75,7,8.3,,0,4,0
0,0,TOR,0,0,29,0,,NHL,0,0,,1976-77,2,0,,0,0,0
