assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,North Sydney Franklins,1,1953-54,5,2,4,18,0,M-Cup
1,Trois-Rivieres Reds,0,1954-55,9,1,10,19,0,QJHL
0,Chicoutimi Sagueneens,0,1955-56,5,0,4,20,0,QHL
2,Chicoutimi Sagueneens,1,1956-57,10,3,10,21,0,QHL
1,Providence Reds,1,1957-58,3,2,10,22,0,AHL
4,Quebec Aces,0,1963-64,9,4,10,28,0,AHL
0,Quebec Aces,0,1964-65,5,0,6,29,0,AHL
1,Quebec Aces,0,1965-66,6,1,20,30,0,AHL
0,Quebec Aces,0,1966-67,4,0,4,31,0,AHL
6,Quebec Aces,2,1967-68,14,8,34,32,0,AHL
1,Seattle Totems,0,1968-69,4,1,2,33,0,WHL
1,Seattle Totems,0,1969-70,6,1,11,34,0,WHL
