year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2006-07,16,31,72,18,0,QAAA,40,Lac St-Louis Lions,49
2007-08,17,54,152,37,0,QAAA,43,Lac St-Louis Lions,91
2008-09,18,28,78,31,7,USHL,60,Omaha Lancers,59
2009-10,19,11,50,12,0,ECAC,31,Harvard Crimson,23
2010-11,20,26,100,32,20,QMJHL,51,Junior de Montreal,58
2010-11,20,3,2,4,6,WJC-A,7,Canada,7
2011-12,21,11,30,11,-10,AHL,31,Hamilton Bulldogs,22
2012-13,22,10,53,8,-18,AHL,62,Hamilton Bulldogs,18
2013-14,23,13,63,15,-1,AHL,70,Hamilton Bulldogs,28
2014-15,24,14,38,15,-19,AHL,71,Norfolk Admirals,29
