power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,0,0,NHL,1963-64,26,0,CBH,,0,0,-1,0,3,,,0.0,0
0,1,0,0,NHL,1966-67,29,0,TOR,,0,2,-1,0,0,,SC,0,0
