bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,0,0,0,NHL,0,24,0,0,0,0,0,0,0,0,2008-09,CHI,0,,0,0,0,0,0
0,0,0,3.75,0,7,NHL,0,24,0,6,0,0,0,0,1,.857,2008-09,CHI,0,,0,0,0,1,16
0,1,2,2.21,2.41,218,NHL,7,26,.714,202,0,0,5,87,16,.927,2010-11,CHI,4,,2,0,3,7,435
2,0,0,2.58,-4.50,159,NHL,6,27,.167,142,0,0,1,136,17,.893,2011-12,CHI,4,,0,0,2,6,396
1,1,0,0,6.04,674,NHL,23,28,.826,628,0,0,19,88,0,.932,2012-13,CHI,7,SC,0,0,0,0,0
4,1,0,2.53,0.15,590,NHL,19,29,.474,538,0,0,9,100,52,.912,2013-14,CHI,8,,0,0,11,19,1234
4,2,0,2.31,1.46,616,NHL,19,30,.632,569,0,0,12,97,47,.924,2014-15,CHI,6,SC,0,0,0,20,1223
1,0,0,2.54,-2.03,205,NHL,7,31,.571,186,2,0,4,112,19,.907,2015-16,CHI,4,,0,0,3,7,448
1,0,0,2.83,-2.21,123,NHL,4,32,.500,111,0,0,2,123,12,.902,2016-17,CHI,4,,0,0,0,4,254
