assists,team,goals,year,games_played,points,pim,age,plus_minus,league
19,St. Paul Vulcans,14,1992-93,45,33,83,18,0,USHL
24,St. Paul Vulcans,27,1993-94,48,51,0,19,0,USHL
3,University of North Dakota,1,1994-95,19,4,16,20,0,WCHA
10,University of North Dakota,9,1995-96,36,19,34,21,0,WCHA
17,University of North Dakota,14,1996-97,42,31,71,22,0,WCHA
14,University of North Dakota,24,1997-98,38,38,74,23,0,WCHA
19,Milwaukee Admirals,19,1998-99,77,38,117,24,-1,IHL
8,Philadelphia Phantoms,4,1999-00,51,12,37,25,4,AHL
4,Trenton Titans,2,1999-00,16,6,47,25,-4,ECHL
24,Norfolk Admirals,14,2000-01,78,38,80,26,4,AHL
28,Norfolk Admirals,21,2001-02,74,49,90,27,4,AHL
29,Norfolk Admirals,18,2002-03,77,47,95,28,14,AHL
12,Iserlohn Roosters,11,2003-04,51,23,105,29,0,Germany
