average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
11:27,0,3,0,0,0,NHL,20,2,0,6,3,10,0,1,0,0,0,0,0,2006-07,VAN,1,0,2,0,10.0,252,22,[]
21:20,253,20,0,0,76,NHL,21,6,1,42,6,124,100.0,4,0,4,0,6,23,2007-08,VAN,8,58,12,42,6.5,1600,75,"[{'link': '/awards/voting-2008.html#calder', 'name': 'Calder-16'}]"
21:08,336,37,1,0,93,NHL,22,11,1,54,11,145,100.0,5,0,5,0,16,29,2008-09,VAN,10,101,27,65,6.9,1690,80,[]
22:39,359,42,0,0,115,NHL,23,20,0,40,0,161,0.0,3,2,2,0,17,14,2009-10,VAN,5,84,37,52,3.1,1721,76,[]
24:17,275,33,1,0,86,NHL,24,13,0,24,13,121,0.0,3,2,5,0,12,25,2010-11,VAN,8,83,25,24,6.6,1239,51,[]
23:52,451,49,0,1,145,NHL,25,21,0,34,0,228,0.0,5,3,5,0,17,32,2011-12,VAN,11,143,38,51,4.8,1957,82,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2012.html#norris', 'name': 'Norris-13'}]"
23:51,252,22,0,0,81,NHL,26,9,1,37,-5,113,100.0,3,0,5,0,5,19,2012-13,VAN,8,77,14,26,7.1,1073,45,[]
23:17,373,22,0,0,136,NHL,27,7,2,50,-39,178,66.7,3,1,4,0,8,28,2013-14,VAN,7,112,15,34,3.9,1467,63,[]
23:59,364,31,2,0,126,NHL,28,14,0,54,13,175,0.0,3,1,5,0,9,24,2014-15,VAN,8,94,23,72,4.6,1774,74,[]
24:27,248,20,0,0,106,NHL,29,8,0,46,-8,111,0,3,0,3,0,6,15,2015-16,VAN,6,84,14,40,5.4,1272,52,[]
24:19,309,21,0,0,138,NHL,30,13,2,36,-20,138,66.7,4,1,2,0,2,17,2016-17,VAN,6,106,15,37,4.3,1653,68,[]
