year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1967-68,17,19,13,24,0,ON-Jr.B,36,North York Rangers,43
1968-69,18,4,4,3,0,OHA-Jr.,22,Kitchener Rangers,7
1969-70,19,40,30,38,0,OHA-Jr.,54,Kitchener Rangers,78
1970-71,20,23,33,29,0,CHL,70,Tulsa Oilers,52
1971-72,21,22,48,30,0,CHL,57,Tulsa Oilers,52
1976-77,26,0,0,1,0,Can-Cup,4,United States,1
1976-77,26,2,2,3,0,CHL,5,Tulsa Oilers,5
1977-78,27,9,0,7,0,CHL,10,Tulsa Oilers,16
1978-79,28,18,18,24,0,CHL,38,Tulsa Oilers,42
1978-79,28,8,18,14,0,AHL,35,Nova Scotia Voyageurs,22
