assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,2004-05,64,9,3,Toronto St. Michael\'s Majors,16,37,1,OHL
13,2005-06,61,30,17,Toronto St. Michael\'s Majors,17,58,-4,OHL
35,2006-07,58,63,28,Sarnia Sting,18,46,21,OHL
54,2007-08,58,93,39,Sarnia Sting,19,61,12,OHL
48,2008-09,62,93,45,Sarnia Sting,20,85,14,OHL
8,2009-10,67,14,6,Bridgeport Sound Tigers,21,62,-8,AHL
11,2010-11,51,30,19,Bridgeport Sound Tigers,22,45,-4,AHL
21,2011-12,55,41,20,Bridgeport Sound Tigers,23,73,7,AHL
25,2012-13,47,44,19,EC Red Bull Salzburg,24,36,8,Austria
