pim,team,assists,plus_minus,points,league,games_played,year,age,goals
22,Sherbrooke Castors,9,0,11,QMJHL,12,1978-79,16,2
6,Sorel Eperviers,3,0,3,QMJHL,7,1980-81,18,0
9,Hull Olympiques,15,0,17,QMJHL,11,1981-82,19,2
21,Fredericton Express,0,0,0,AHL,9,1982-83,20,0
0,Fredericton Express,5,0,7,AHL,7,1983-84,21,2
2,Fredericton Express,3,0,4,AHL,5,1984-85,22,1
31,Fredericton Express,3,0,5,AHL,6,1985-86,23,2
0,Paris Francais Volants,3,0,12,France,6,1988-89,26,9
4,Paris Francais Volants,0,0,1,France,3,1989-90,27,1
6,Paris Francais Volants,1,0,5,France,4,1990-91,28,4
10,HC Lyon,4,0,15,France-2,6,1993-94,31,11
