year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,21,0,0,0,-1,AHL,1,Syracuse Crunch,0
2005-06,23,1,2,1,-3,AHL,8,Houston Aeros,2
2009-10,27,1,0,2,2,AHL,5,Bridgeport Sound Tigers,3
2010-11,28,0,2,2,-5,AHL,7,Lake Erie Monsters,2
2012-13,30,2,4,2,0,Swiss,18,HC Fribourg-Gotteron,4
