power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,6,2,NHL,1974-75,20,4,NYI,,2,36,-2,0,29,,,13.8,4
0,13,6,1,NHL,1975-76,21,2,NYI,,4,16,-1,0,27,,,7.4,2
0,12,8,0,NHL,1976-77,22,4,NYI,,4,15,5,0,34,,,11.8,4
1,7,2,0,NHL,1977-78,23,2,NYI,,0,15,1,0,21,,,9.5,1
0,10,3,0,NHL,1978-79,24,1,NYI,,2,11,2,0,20,,,5.0,1
1,0,16,2,NHL,1979-80,25,6,NYI,,10,63,6,0,41,,SC,14.6,5
3,18,15,0,NHL,1980-81,26,6,NYI,,9,28,7,0,50,,SC,12.0,3
4,0,14,0,NHL,1981-82,27,8,NYI,,6,34,5,0,51,,SC,15.7,4
0,8,2,0,NHL,1982-83,28,0,NYI,,2,10,-2,0,8,,SC,0.0,0
3,0,19,0,NHL,1983-84,29,12,NYI,,7,19,2,0,41,,,29.3,9
0,10,1,0,NHL,1984-85,30,1,NYI,,0,9,0,0,13,,,7.7,1
0,3,1,0,NHL,1985-86,31,1,NYI,,0,6,-2,0,7,,,14.3,1
0,5,1,0,NHL,1987-88,33,0,BUF,,1,25,-3,0,5,,,0.0,0
