age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,SC,0,0,0,0,NHL,1,0,1960-61,0,0,0,,0,0,,CBH,0
23,,0.0,0,1,-5,NHL,6,0,1962-63,0,2,0,,0,2,,CBH,1
24,,0.0,0,0,-3,NHL,7,0,1963-64,0,5,0,,0,15,,CBH,0
25,,9.4,0,0,6,NHL,0,0,1964-65,0,32,3,,0,8,,CBH,12
26,,50.0,0,1,0,NHL,3,0,1965-66,0,2,1,,0,0,,CBH,2
27,,0.0,0,0,-2,NHL,6,0,1966-67,0,11,0,,0,0,,CBH,0
28,,9.1,2,5,5,NHL,11,0,1967-68,1,22,2,,0,4,,CBH,7
30,,13.3,1,2,5,NHL,8,0,1969-70,1,15,2,,1,2,,CBH,4
31,,16.2,5,5,8,NHL,18,0,1970-71,0,37,6,,1,6,,CBH,11
32,,5.6,1,4,1,NHL,8,0,1971-72,1,18,1,,0,4,,CBH,5
33,,8.0,2,8,0,NHL,16,0,1972-73,0,25,2,,0,0,,CBH,10
34,,0.0,0,1,-3,NHL,11,0,1973-74,0,16,0,,0,2,,CBH,1
36,,0,0,0,0,NHL,4,0,1975-76,0,0,0,,0,0,,CBH,0
