assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Enkopings SK,0,1988-89,7,1,0,15,0,Sweden-3
2,Enkopings SK,1,1989-90,24,3,28,16,0,Sweden-3
3,Rosersberg/Arlanda 73 HC Marsta,2,1990-91,30,5,22,17,0,Sweden-2
0,Sweden,1,1990-91,6,1,0,17,0,EJC-A
0,AIK Solna,0,1991-92,10,0,2,18,0,Sweden
2,AIK Solna,1,1992-93,30,3,22,19,0,Sweden
0,Sweden,0,1992-93,7,0,10,19,0,WJC-A
9,AIK Solna,3,1993-94,22,12,14,20,0,Sweden-2
7,AIK Solna,3,1994-95,40,10,38,21,0,Sweden
6,AIK Solna,5,1995-96,40,11,30,22,0,Sweden
6,AIK Solna,3,1996-97,49,9,42,23,0,Sweden
4,AIK Solna,8,1997-98,43,12,42,24,0,Sweden
2,Sweden,0,1997-98,9,2,8,24,0,WC-A
12,MIF Redhawks Malmo,10,1998-99,50,22,42,25,0,Sweden
0,Cincinnati Mighty Ducks,0,1999-00,2,0,0,26,1,AHL
2,Sweden,0,2003-04,9,2,0,30,10,WC-A
2,Sodertalje SK,2,2004-05,46,4,60,31,0,Sweden
0,Sweden,0,2005-06,7,0,4,32,2,Olympics
10,Linkopings HC,3,2009-10,53,13,28,36,0,Sweden
17,Linkopings HC,5,2010-11,50,22,22,37,0,Sweden
