age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,6.7,1,1,2,NHL,7,0,1986-87,0,15,1,,0,2,,WSH,2
22,,14.3,2,9,7,NHL,14,0,1987-88,0,28,4,,2,4,,WSH,13
23,,17.6,2,1,0,NHL,6,1,1988-89,0,17,3,,0,10,,WSH,4
24,,0.0,0,2,1,NHL,11,0,1989-90,0,16,0,,0,6,,WSH,2
25,,7.7,2,3,-6,NHL,11,0,1990-91,0,26,2,,0,8,,WSH,5
26,,5.3,0,5,4,NHL,7,0,1991-92,1,19,1,,1,13,,WSH,6
27,,0.0,0,2,-3,NHL,6,0,1992-93,0,12,0,,0,0,,WSH,2
28,,25.0,3,4,0,NHL,7,0,1993-94,0,16,4,,1,4,,WSH,8
29,,11.1,1,4,2,NHL,7,0,1994-95,0,9,1,,0,21,,WSH,5
30,,17.6,2,2,1,NHL,6,0,1995-96,0,17,3,,1,18,,WSH,5
32,,0.0,0,3,5,NHL,13,0,1997-98,0,16,0,,0,0,,WSH,3
