year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,17,4,14,5,0,EJC-A,5,Czechoslovakia,9
1983-84,18,1,0,2,0,WJC-A,7,Czechoslovakia,3
1983-84,18,3,2,4,0,EJC-A,5,Czechoslovakia,7
1984-85,19,8,18,11,0,Czech,33,Dukla Jihlava,19
1984-85,19,9,14,4,0,WJC-A,7,Czechoslovakia,13
1984-85,19,0,0,1,0,WEC-A,10,Czechoslovakia,1
1985-86,20,5,18,13,0,Czech,42,Dukla Jihlava,18
1985-86,20,5,10,5,0,WJC-A,7,Czechoslovakia,10
1985-86,20,2,8,1,0,WEC-A,10,Czechoslovakia,3
1988-89,23,12,19,24,0,AHL,31,Baltimore Skipjacks,36
1989-90,24,0,2,0,0,Fr-Tour,4,Washington Capitals,0
1991-92,26,0,2,3,0,Can-Cup,5,Czechoslovakia,3
1994-95,29,2,4,4,0,Austria,7,Klagenfurter AC,6
1995-96,30,1,19,9,0,IHL,7,Detroit Vipers,10
1999-00,34,16,38,34,-8,IHL,52,Kansas City Blades,50
