league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,73,2,21,117,43,11,,WSH,[],15.4,14,25,-19,18,0,1986-87,,4,41,0,14
NHL,71,0,22,96,34,10,,WSH,[],11.5,8,23,1,11,0,1987-88,,3,28,0,13
NHL,52,1,23,73,27,4,,WSH,[],11.0,7,19,9,8,0,1988-89,,1,30,0,15
NHL,77,0,24,149,64,13,,WSH,[],16.8,12,39,-7,25,3,1989-90,,10,54,0,26
NHL,79,4,25,172,70,16,,WSH,[],11.6,14,50,3,20,0,1990-91,,6,34,3,31
NHL,80,2,26,177,80,16,,WSH,"[{'link': '/awards/voting-1992.html#byng', 'name': 'Byng-17'}]",13.0,12,57,10,23,4,1991-92,,7,47,1,40
NHL,69,5,27,147,74,24,,WSH,[],14.3,14,53,14,21,1,1992-93,,6,66,0,29
NHL,82,4,28,138,50,10,,WSH,[],10.1,9,36,2,14,0,1993-94,,5,38,0,26
NHL,46,2,29,80,33,9,,WSH,[],12.5,4,23,3,10,2,1994-95,,4,50,2,12
NHL,73,5,30,168,81,18,,WSH,[],9.5,8,65,18,16,2,1995-96,,6,36,2,45
NHL,54,1,31,83,23,4,,WSH,[],8.4,5,16,-15,7,0,1996-97,,2,22,2,10
NHL,33,1,32,38,9,1,,WSH,[],7.9,3,6,5,3,0,1997-98,,0,20,0,5
NHL,36,0,33,30,11,1,475,WSH,[],16.7,3,6,-6,5,0,1998-99,13:12,2,12,0,5
