assists,team,goals,year,games_played,points,pim,age,plus_minus,league
12,St. Sebastian\'s Arrows,13,1989-90,30,25,0,16,0,High-MA
19,St. Sebastian\'s Arrows,23,1990-91,30,42,0,17,0,High-MA
24,St. Sebastian\'s Arrows,19,1991-92,17,43,30,18,0,High-MA
13,Providence College,3,1992-93,26,16,22,19,0,H-East
4,Providence College,6,1993-94,28,10,36,20,0,H-East
21,Providence College,14,1994-95,37,35,36,21,0,H-East
22,Providence College,14,1995-96,31,36,56,22,0,H-East
28,Hamilton Bulldogs,18,1996-97,73,46,59,23,0,AHL
16,Hamilton Bulldogs,15,1997-98,46,31,52,24,18,AHL
24,Hamilton Bulldogs,22,1998-99,76,46,68,25,-3,AHL
5,Providence Bruins,4,1999-00,15,9,17,26,3,AHL
11,Providence Bruins,4,2000-01,36,15,19,27,-6,AHL
13,2 Teams,8,2001-02,61,21,43,28,-9,AHL
10,Providence Bruins,8,2001-02,54,18,41,28,-11,AHL
3,Worcester IceCats,0,2001-02,7,3,2,28,2,AHL
9,Albany River Rats,11,2002-03,35,20,20,29,-15,AHL
24,Albany River Rats,21,2003-04,64,45,60,30,-20,AHL
