average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,18,1,0,1,0,0,0,0,0,1986-87,PHI,0,1,[],0,,1
,0,0,0,NHL,19,0,0,-2,0,0,0,0,0,1987-88,PHI,0,0,[],0,,1
,1,0,0,NHL,20,1,0,0,1,0,0,0,0,1988-89,PHI,0,1,[],0.0,,5
,0,0,0,NHL,21,0,0,0,2,0,0,0,0,1989-90,PHI,0,0,[],0.0,,2
,13,2,0,NHL,23,6,18,-1,41,6,0,0,1,1991-92,PHI,6,7,[],14.6,,50
,24,0,3,NHL,24,7,39,-35,80,4,3,0,7,1992-93,OTT,10,14,[],12.5,,63
,0,0,0,NHL,25,0,4,0,0,0,0,0,0,1993-94,CGY,0,0,[],0,,2
