assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
67,11,51,27,,9.3,2.2,45,,22,RW,11.5,45,NYI,/players/b/bossymi01.html,0,8,6,66,Mike Bossy,20.7,1984,118,0,67,246
71,4,40,27,,8.0,2.3,30,,15,C,10.3,55,NYI,/players/t/trottbr01.html,1,59,7,70,Bryan Trottier,20.6,1984,111,3,68,194
63,3,22,30,,5.9,6.0,10,,19,D,11.9,42,NYI,/players/p/potvide01.html,2,87,11,55,Denis Potvin,8.9,1984,85,1,78,246
40,7,27,26,,3.8,1.1,21,,6,LW,4.9,34,NYI,/players/t/toneljo01.html,0,66,5,21,John Tonelli,25.7,1984,67,1,73,105
35,2,31,22,,3.7,1.9,25,,6,LW,5.7,28,NYI,/players/g/gilbegr01.html,1,59,6,51,Greg Gilbert,26.3,1984,66,0,79,118
34,2,22,29,,2.4,0.9,12,,6,LW,3.4,25,NYI,/players/b/bournbo01.html,3,75,5,12,Bob Bourne,15.7,1984,56,5,78,140
15,6,34,21,,3.1,0.6,27,,2,C,3.8,13,NYI,/players/s/suttebr02.html,0,69,7,4,Brent Sutter,22.1,1984,49,0,69,154
36,1,11,23,,2.6,3.6,9,,15,D,6.2,19,NYI,/players/j/jonssto01.html,2,54,2,12,Tomas Jonsson,9.0,1984,47,0,72,122
24,3,22,34,,2.0,0.8,17,,2,C,2.8,22,NYI,/players/g/gorinbu01.html,0,8,0,9,Butch Goring,24.7,1984,46,5,71,89
29,1,15,31,,1.3,0.8,14,,4,RW,2.1,25,NYI,/players/n/nystrbo01.html,0,80,1,9,Bob Nystrom,11.2,1984,44,0,74,134
23,1,17,23,,1.0,0.7,15,,1,RW,1.6,22,NYI,/players/s/suttedu01.html,0,94,2,2,Duane Sutter,12.4,1984,40,0,78,137
24,2,9,29,,1.4,4.6,5,,12,D,6.0,11,NYI,/players/p/perssst01.html,1,65,4,30,Stefan Persson,9.5,1984,33,0,75,95
16,2,12,29,,-0.1,0.7,9,,1,LW,0.6,15,NYI,/players/g/gillicl01.html,0,65,3,5,Clark Gillies,8.7,1984,28,0,76,138
14,1,9,31,,-0.3,0.5,4,,3,RW,0.2,11,NYI,/players/k/kalluan01.html,0,24,2,0,Anders Kallur,12.9,1984,23,3,65,70
6,0,13,18,,1.7,0.4,12,,1,C,2.0,5,NYI,/players/l/lafonpa01.html,0,6,1,9,Pat LaFontaine,37.1,1984,19,0,15,35
16,1,3,29,,0.1,4.2,3,,0,D,4.3,15,NYI,/players/l/langeda01.html,1,53,0,26,Dave Langevin,3.4,1984,19,0,69,89
11,1,3,27,,-0.1,3.9,3,,0,D,3.8,10,NYI,/players/m/morroke01.html,1,45,0,26,Ken Morrow,4.2,1984,14,0,63,71
11,0,1,21,,0.0,2.3,1,,1,D,2.3,10,NYI,/players/d/dineego01.html,0,32,0,10,Gord Dineen,2.7,1984,12,0,43,37
5,0,6,31,,0.0,0.3,6,,0,C,0.3,5,NYI,/players/m/merriwa01.html,0,10,0,2,Wayne Merrick,18.8,1984,11,0,31,32
11,0,0,20,,0.2,2.1,0,,1,D,2.3,10,NYI,/players/b/boutipa01.html,0,36,0,18,Paul Boutilier,0.0,1984,11,0,28,31
7,0,2,20,,0.1,0.2,1,,1,RW,0.4,6,NYI,/players/f/flatlpa01.html,0,6,1,3,Pat Flatley,11.8,1984,9,0,16,17
2,2,5,25,,-0.7,0.3,5,,0,C,-0.4,1,NYI,/players/c/carrobi01.html,1,12,0,-1,Billy Carroll,12.8,1984,7,0,39,39
5,0,2,25,,-0.9,0.3,2,,0,LW,-0.7,5,NYI,/players/h/hallima01.html,0,27,0,-2,Mats Hallin,6.5,1984,7,0,40,31
3,0,0,30,,-0.6,1.8,0,,0,D,1.3,3,NYI,/players/l/lanego01.html,0,70,0,6,Gord Lane,0.0,1984,3,0,37,16
2,0,0,27,,-0.2,0.4,0,,0,D,0.2,2,NYI,/players/m/mcewemi01.html,0,6,0,-5,Mike McEwen,0.0,1984,2,0,15,27
2,0,0,23,,0.0,0.0,0,,0,G,8.4,0,NYI,/players/m/melanro01.html,0,10,0,0,Roland Melanson,,1984,2,0,37,0
2,0,0,33,,0.0,0.0,0,,0,G,8.7,0,NYI,/players/s/smithbi01.html,0,23,0,0,Billy Smith,,1984,2,0,42,0
1,0,0,27,,0.0,0.0,0,,0,C,0.0,1,NYI,/players/m/macguga01.html,0,0,0,0,Garth MacGuigan,0.0,1984,1,0,3,2
1,0,0,27,,0.0,0.3,0,,0,D,0.3,1,NYI,/players/r/regieda01.html,0,0,0,2,Darcy Regier,0.0,1984,1,0,5,6
0,0,0,29,,0.0,0.0,0,,0,D,0.0,0,NYI,/players/a/afflebr01.html,0,0,0,-1,Bruce Affleck,0.0,1984,0,0,1,2
0,0,0,23,,0.0,0.0,0,,0,G,2.2,0,NYI,/players/h/hrudeke01.html,0,0,0,0,Kelly Hrudey,,1984,0,0,12,0
