points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/weighdo01c.html', 'name': 'D. Weight'}]",NHL,NYI,2017-18,0,0,0,New York Islanders,0,,0,0,
94,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}, {'link': '/coaches/weighdo01c.html', 'name': 'D. Weight'}]",NHL,NYI,2016-17,41,29,12,New York Islanders,.573,,0,82,5th
100,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2015-16,45,27,10,New York Islanders,.610,Lost NHL Second Round,0,82,4th
101,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2014-15,47,28,7,New York Islanders,.616,Lost NHL First Round,0,82,2nd
79,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2013-14,34,37,11,New York Islanders,.482,,0,82,8th
55,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2012-13,24,17,7,New York Islanders,.573,Lost NHL Conference Quarter-Finals,0,48,3rd
79,"[{'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2011-12,34,37,11,New York Islanders,.482,,0,82,5th
73,"[{'link': '/coaches/gordosc01c.html', 'name': 'S. Gordon'}, {'link': '/coaches/capuaja01c.html', 'name': 'J. Capuano'}]",NHL,NYI,2010-11,30,39,13,New York Islanders,.445,,0,82,5th
79,"[{'link': '/coaches/gordosc01c.html', 'name': 'S. Gordon'}]",NHL,NYI,2009-10,34,37,11,New York Islanders,.482,,0,82,5th
61,"[{'link': '/coaches/gordosc01c.html', 'name': 'S. Gordon'}]",NHL,NYI,2008-09,26,47,9,New York Islanders,.372,,0,82,5th
79,"[{'link': '/coaches/nolante01c.html', 'name': 'T. Nolan'}, {'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}, {'link': '/coaches/nolante01c.html', 'name': 'T. Nolan'}]",NHL,NYI,2007-08,35,38,9,New York Islanders,.482,,0,82,5th
92,"[{'link': '/coaches/nolante01c.html', 'name': 'T. Nolan'}]",NHL,NYI,2006-07,40,30,12,New York Islanders,.561,Lost NHL Conference Quarter-Finals,0,82,4th
78,"[{'link': '/coaches/stirlst99c.html', 'name': 'S. Stirling'}, {'link': '/coaches/shawbr01c.html', 'name': 'B. Shaw'}]",NHL,NYI,2005-06,36,40,6,New York Islanders,.476,,0,82,4th
91,"[{'link': '/coaches/stirlst99c.html', 'name': 'S. Stirling'}]",NHL,NYI,2003-04,38,29,4,New York Islanders,.555,Lost NHL Conference Quarter-Finals,11,82,3rd
83,"[{'link': '/coaches/laviope01c.html', 'name': 'P. Laviolette'}]",NHL,NYI,2002-03,35,34,2,New York Islanders,.506,Lost NHL Conference Quarter-Finals,11,82,3rd
96,"[{'link': '/coaches/laviope01c.html', 'name': 'P. Laviolette'}]",NHL,NYI,2001-02,42,28,4,New York Islanders,.585,Lost NHL Conference Quarter-Finals,8,82,2nd
52,"[{'link': '/coaches/gorinbu01c.html', 'name': 'B. Goring'}, {'link': '/coaches/hennilo01c.html', 'name': 'L. Henning'}]",NHL,NYI,2000-01,21,51,3,New York Islanders,.317,,7,82,5th
58,"[{'link': '/coaches/gorinbu01c.html', 'name': 'B. Goring'}]",NHL,NYI,1999-00,24,48,1,New York Islanders,.354,,9,82,5th
58,"[{'link': '/coaches/milbumi01c.html', 'name': 'M. Milbury'}, {'link': '/coaches/stewabi01c.html', 'name': 'B. Stewart'}]",NHL,NYI,1998-99,24,48,0,New York Islanders,.354,,10,82,5th
71,"[{'link': '/coaches/bowneri01c.html', 'name': 'R. Bowness'}, {'link': '/coaches/milbumi01c.html', 'name': 'M. Milbury'}]",NHL,NYI,1997-98,30,41,0,New York Islanders,.433,,11,82,4th
70,"[{'link': '/coaches/milbumi01c.html', 'name': 'M. Milbury'}, {'link': '/coaches/bowneri01c.html', 'name': 'R. Bowness'}]",NHL,NYI,1996-97,29,41,0,New York Islanders,.427,,12,82,7th
54,"[{'link': '/coaches/milbumi01c.html', 'name': 'M. Milbury'}]",NHL,NYI,1995-96,22,50,0,New York Islanders,.329,,10,82,7th
35,"[{'link': '/coaches/hennilo01c.html', 'name': 'L. Henning'}]",NHL,NYI,1994-95,15,28,0,New York Islanders,.365,,5,48,7th
