points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
84,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1993-94,36,36,0,New York Islanders,.500,Lost NHL Conference Quarter-Finals,12,84,4th
87,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1992-93,40,37,0,New York Islanders,.518,Lost NHL Conference Finals,7,84,3rd
79,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1991-92,34,35,0,New York Islanders,.494,,11,80,5th
60,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1990-91,25,45,0,New York Islanders,.375,,10,80,6th
73,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1989-90,31,38,0,New York Islanders,.456,Lost NHL Division Semi-Finals,11,80,4th
61,"[{'link': '/coaches/simpste99c.html', 'name': 'T. Simpson'}, {'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1988-89,28,47,0,New York Islanders,.381,,5,80,6th
88,"[{'link': '/coaches/simpste99c.html', 'name': 'T. Simpson'}]",NHL,NYI,1987-88,39,31,0,New York Islanders,.550,Lost NHL Division Semi-Finals,10,80,1st
82,"[{'link': '/coaches/simpste99c.html', 'name': 'T. Simpson'}]",NHL,NYI,1986-87,35,33,0,New York Islanders,.513,Lost NHL Division Finals,12,80,3rd
90,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1985-86,39,29,0,New York Islanders,.563,Lost NHL Division Semi-Finals,12,80,3rd
86,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1984-85,40,34,0,New York Islanders,.538,Lost NHL Division Finals,6,80,3rd
104,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1983-84,50,26,0,New York Islanders,.650,Lost Stanley Cup Final,4,80,1st
96,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1982-83,42,26,0,New York Islanders,.600,,12,80,2nd
118,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1981-82,54,16,0,New York Islanders,.738,,10,80,1st
110,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1980-81,48,18,0,New York Islanders,.688,,14,80,1st
91,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1979-80,39,28,0,New York Islanders,.569,,13,80,2nd
116,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1978-79,51,15,0,New York Islanders,.725,Lost NHL Semi-Finals,14,80,1st
111,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1977-78,48,17,0,New York Islanders,.694,Lost NHL Quarter-Finals,15,80,1st
106,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1976-77,47,21,0,New York Islanders,.663,Lost NHL Semi-Finals,12,80,2nd
101,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1975-76,42,21,0,New York Islanders,.631,Lost NHL Semi-Finals,17,80,2nd
88,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1974-75,33,25,0,New York Islanders,.550,Lost NHL Semi-Finals,22,80,3rd
56,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,NYI,1973-74,19,41,0,New York Islanders,.359,,18,78,8th
30,"[{'link': '/coaches/goyetph01c.html', 'name': 'P. Goyette'}, {'link': '/coaches/ingarea01c.html', 'name': 'E. Ingarfield'}]",NHL,NYI,1972-73,12,60,0,New York Islanders,.192,,6,78,8th
