assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1929-30,1,0,0,Regina Olympics,16,0,0,RCJHL
0,1930-31,3,1,1,Regina Pats,17,4,0,S-SJHL
0,1931-32,4,1,1,Regina Pats,18,0,0,S-SJHL
1,1932-33,18,7,6,Prince Albert Mintos,19,31,0,N-SSHL
7,1933-34,15,20,13,Prince Albert Mintos,20,28,0,N-SSHL
10,1934-35,22,36,26,Prince Albert Mintos,21,44,0,N-SSHL
17,1935-36,44,31,14,Detroit Olympics,22,70,0,IHL
15,1936-37,43,29,14,Pittsburgh Hornets,23,18,0,IAHL
19,1937-38,42,37,18,Pittsburgh Hornets,24,28,0,IAHL
41,1938-39,46,66,25,Pittsburgh Hornets,25,41,0,IAHL
25,1939-40,39,38,13,2 Teams,26,26,0,IAHL
18,1939-40,21,25,7,Indianapolis Capitols,26,18,0,IAHL
7,1939-40,18,13,6,Cleveland Barons,26,8,0,IAHL
15,1940-41,53,30,15,Cleveland Barons,27,46,0,AHL
14,1941-42,49,27,13,Cleveland Barons,28,15,0,AHL
31,1942-43,23,52,21,Calgary Currie Army,29,39,0,CNDHL
