assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1930-31,1,0,0,Regina Pats,17,0,0,M-Cup
0,1931-32,2,3,3,Regina Pats,18,0,0,S-SJHL
0,1931-32,4,1,1,Regina Pats,18,9,0,M-Cup
0,1932-33,3,1,1,Prince Albert Mintos,19,6,0,Al-Cup
0,1933-34,4,3,3,Prince Albert Mintos,20,2,0,N-SSHL
0,1933-34,2,1,1,Prince Albert Mintos,20,0,0,Al-Cup
2,1934-35,4,7,5,Prince Albert Mintos,21,2,0,N-SSHL
4,1935-36,6,5,1,Detroit Olympics,22,7,0,IHL
2,1936-37,5,4,2,Pittsburgh Hornets,23,14,0,IAHL
3,1937-38,2,3,0,Pittsburgh Hornets,24,0,0,IAHL
5,1940-41,9,6,1,Cleveland Barons,27,10,0,AHL
0,1941-42,1,1,1,Cleveland Barons,28,0,0,AHL
2,1942-43,3,6,4,Calgary Currie Army,29,2,0,CNDHL
5,1942-43,5,9,4,Calgary Currie Army,29,2,0,Al-Cup
