assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1966-67,3,3,0,Montreal Jr. Canadiens,18,9,0,OHA-Jr.
1,1968-69,3,2,1,Houston Apollos,20,23,0,CHL
6,1969-70,8,6,0,Montreal Voyageurs,21,2,0,AHL
