shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
6.3,1968-69,25,3,,0,16,1,1,1,4,NYR,1,25,0,NHL,0,,13,5,[],0
14.7,1969-70,40,4,,0,34,3,3,-23,7,LAK,5,26,0,NHL,0,,28,12,[],2
13.7,1970-71,217,28,,1,153,2,20,-20,31,CGS,21,27,3,NHL,0,,78,52,[],1
13.0,1971-72,49,8,,0,46,2,3,1,10,MNS,6,28,1,NHL,0,,33,16,[],3
21.4,1972-73,140,45,,0,140,7,27,29,52,MNS,30,29,4,NHL,0,,78,82,"[{'link': '/awards/voting-1973.html#hart', 'name': 'Hart-7'}]",3
13.2,1973-74,138,51,,1,152,10,17,4,62,MNS,20,30,3,NHL,1,,0,82,[],2
10.6,1974-75,147,43,,0,161,14,13,-44,57,MNS,17,31,2,NHL,0,,0,74,[],4
12.8,1975-76,164,30,,0,125,14,14,-27,44,TOT,16,32,1,NHL,0,,76,60,[],2
11.8,1975-76,93,22,,0,93,13,9,-29,35,MNS,11,32,0,NHL,0,,59,46,[],2
15.6,1975-76,71,8,,0,32,1,5,2,9,DET,5,32,1,NHL,0,,17,14,[],0
10.9,1976-77,158,28,,0,129,4,9,-35,32,DET,14,33,1,NHL,0,,78,46,[],5
18.0,1977-78,195,27,,1,89,5,12,-5,33,DET,16,34,3,NHL,2,,78,49,[],2
15.8,1978-79,76,16,,0,38,1,4,-10,17,TOT,6,35,0,NHL,0,,46,23,[],2
25.0,1978-79,33,7,,0,16,1,2,3,8,DET,4,35,0,NHL,0,,20,12,[],2
9.1,1978-79,43,9,,0,22,0,2,-13,9,WSH,2,35,0,NHL,0,,26,11,[],0
5.9,1979-80,49,1,,0,17,0,1,-5,1,WSH,1,36,0,NHL,0,,15,2,[],0
