goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.5,0,NHL,23,DAL,1213,24,5,93,0,45,0,3.42,2,3,12,0,0,0,0,.912,2006-07,511,2.23,2,"[{'link': '/awards/voting-2007.html#calder', 'name': 'Calder-12'}]",466
4.4,8,NHL,34,TOT,1946,25,19,109,1,84,32,-6.97,0,3,15,1,.438,0,14,.901,2007-08,848,2.59,12,[],764
3.0,4,NHL,21,DAL,1172,25,9,104,0,48,19,-1.67,0,2,12,0,.474,0,9,.906,2007-08,510,2.46,6,[],462
1.5,4,NHL,13,TBL,774,25,10,117,1,36,13,-5.30,0,1,3,1,.385,0,5,.893,2007-08,338,2.79,6,[],302
8.7,4,NHL,41,TBL,2471,26,18,92,1,108,40,9.31,9,2,14,1,.625,0,25,.916,2008-09,1282,2.62,23,[],1174
5.4,6,NHL,42,TBL,2273,27,18,113,0,117,36,-13.63,7,2,13,0,.472,0,17,.900,2009-10,1165,3.09,14,[],1048
2.5,5,NHL,22,TBL,1202,28,6,116,1,58,20,-7.82,1,1,13,1,.500,0,10,.899,2010-11,576,2.90,2,[],518
0,9,NHL,67,PHX,3903,29,18,81,2,144,67,0,10,8,38,2,.627,0,42,.930,2011-12,2066,2.21,16,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2012.html#hart', 'name': 'Hart-11'}, {'link': '/awards/voting-2012.html#vezina', 'name': 'Vezina-4'}]",1922
5.6,7,NHL,34,PHX,1956,30,12,102,0,84,34,-1.38,5,0,15,0,.500,0,17,.910,2012-13,938,2.58,0,[],854
11.6,5,NHL,62,PHX,3610,31,21,99,4,159,61,2.22,10,3,27,3,.574,1,35,.915,2013-14,1871,2.64,14,[],1712
9.3,12,NHL,62,ARI,3556,32,0,112,1,0,61,-20.13,5,0,14,1,.475,0,29,.904,2014-15,1955,3.16,10,[],1768
5.6,7,NHL,32,ARI,1753,33,13,98,1,77,32,1.42,2,3,15,1,.500,0,16,.916,2015-16,921,2.64,2,[],844
10.9,7,NHL,55,ARI,3202,34,26,99,0,156,55,1.42,9,3,19,0,.491,0,27,.914,2016-17,1819,2.92,14,[],1663
