age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,-1,NHL,2,0,1978-79,0,0,0,,0,17,,ATF,0
21,,0.0,0,1,-1,NHL,4,0,1979-80,0,4,0,,0,2,,ATF,1
22,,0.0,0,5,1,NHL,16,0,1980-81,0,9,0,,0,8,,CGY,5
23,,0.0,0,0,-1,NHL,4,0,1981-82,0,2,0,,0,2,,PHI,0
24,,0.0,0,1,-4,NHL,2,0,1982-83,0,5,0,,0,0,,PHI,1
25,,25.0,1,1,-1,NHL,3,0,1983-84,0,4,1,,0,2,,PHI,2
26,,0.0,0,6,1,NHL,0,0,1984-85,0,23,0,,0,65,,PHI,6
27,,0.0,0,0,1,NHL,5,0,1985-86,0,8,0,,0,2,,PHI,0
28,,10.0,2,4,2,NHL,0,1,1986-87,0,30,3,,0,16,,PHI,7
29,,16.7,1,0,-8,NHL,7,0,1987-88,0,6,1,,0,8,,PHI,1
31,,33.3,1,0,1,NHL,5,0,1989-90,0,3,1,,0,2,,TOR,1
32,,0.0,0,0,0,NHL,1,0,1990-91,0,1,0,,0,0,,DET,0
33,,0.0,0,0,1,NHL,3,0,1991-92,0,1,0,,0,0,,DET,0
