points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
98,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,TOR,1993-94,43,29,0,Toronto Maple Leafs,.583,Lost NHL Conference Finals,12,84,2nd
99,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,TOR,1992-93,44,29,0,Toronto Maple Leafs,.589,Lost NHL Conference Finals,11,84,3rd
67,"[{'link': '/coaches/wattto99c.html', 'name': 'T. Watt'}]",NHL,TOR,1991-92,30,43,0,Toronto Maple Leafs,.419,,7,80,5th
57,"[{'link': '/coaches/carpedo99c.html', 'name': 'D. Carpenter'}, {'link': '/coaches/wattto99c.html', 'name': 'T. Watt'}]",NHL,TOR,1990-91,23,46,0,Toronto Maple Leafs,.356,,11,80,5th
80,"[{'link': '/coaches/carpedo99c.html', 'name': 'D. Carpenter'}]",NHL,TOR,1989-90,38,38,0,Toronto Maple Leafs,.500,Lost NHL Division Semi-Finals,4,80,3rd
62,"[{'link': '/coaches/brophjo99c.html', 'name': 'J. Brophy'}, {'link': '/coaches/armstge01c.html', 'name': 'G. Armstrong'}]",NHL,TOR,1988-89,28,46,0,Toronto Maple Leafs,.388,,6,80,5th
52,"[{'link': '/coaches/brophjo99c.html', 'name': 'J. Brophy'}]",NHL,TOR,1987-88,21,49,0,Toronto Maple Leafs,.325,Lost NHL Division Semi-Finals,10,80,4th
70,"[{'link': '/coaches/brophjo99c.html', 'name': 'J. Brophy'}]",NHL,TOR,1986-87,32,42,0,Toronto Maple Leafs,.438,Lost NHL Division Finals,6,80,4th
57,"[{'link': '/coaches/malonda01c.html', 'name': 'D. Maloney'}]",NHL,TOR,1985-86,25,48,0,Toronto Maple Leafs,.356,Lost NHL Division Finals,7,80,4th
48,"[{'link': '/coaches/malonda01c.html', 'name': 'D. Maloney'}]",NHL,TOR,1984-85,20,52,0,Toronto Maple Leafs,.300,,8,80,5th
61,"[{'link': '/coaches/nykolmi01c.html', 'name': 'M. Nykoluk'}]",NHL,TOR,1983-84,26,45,0,Toronto Maple Leafs,.381,,9,80,5th
68,"[{'link': '/coaches/nykolmi01c.html', 'name': 'M. Nykoluk'}]",NHL,TOR,1982-83,28,40,0,Toronto Maple Leafs,.425,Lost NHL Division Semi-Finals,12,80,3rd
56,"[{'link': '/coaches/nykolmi01c.html', 'name': 'M. Nykoluk'}]",NHL,TOR,1981-82,20,44,0,Toronto Maple Leafs,.350,,16,80,5th
71,"[{'link': '/coaches/crozijo01c.html', 'name': 'J. Crozier'}, {'link': '/coaches/nykolmi01c.html', 'name': 'M. Nykoluk'}]",NHL,TOR,1980-81,28,37,0,Toronto Maple Leafs,.444,Lost NHL Preliminary Round,15,80,5th
75,"[{'link': '/coaches/smithfl01c.html', 'name': 'F. Smith'}, {'link': '/coaches/duffdi01c.html', 'name': 'D. Duff'}, {'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1979-80,35,40,0,Toronto Maple Leafs,.469,Lost NHL Preliminary Round,5,80,4th
81,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,TOR,1978-79,34,33,0,Toronto Maple Leafs,.506,Lost NHL Quarter-Finals,13,80,3rd
92,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,TOR,1977-78,41,29,0,Toronto Maple Leafs,.575,Lost NHL Semi-Finals,10,80,3rd
81,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,TOR,1976-77,33,32,0,Toronto Maple Leafs,.506,Lost NHL Quarter-Finals,15,80,3rd
83,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,TOR,1975-76,34,31,0,Toronto Maple Leafs,.519,Lost NHL Quarter-Finals,15,80,3rd
78,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,TOR,1974-75,31,33,0,Toronto Maple Leafs,.488,Lost NHL Quarter-Finals,16,80,3rd
86,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,TOR,1973-74,35,27,0,Toronto Maple Leafs,.551,Lost NHL Quarter-Finals,16,78,4th
64,"[{'link': '/coaches/mcleljo01c.html', 'name': 'J. McLellan'}]",NHL,TOR,1972-73,27,41,0,Toronto Maple Leafs,.410,,10,78,6th
80,"[{'link': '/coaches/mcleljo01c.html', 'name': 'J. McLellan'}]",NHL,TOR,1971-72,33,31,0,Toronto Maple Leafs,.513,Lost NHL Quarter-Finals,14,78,4th
82,"[{'link': '/coaches/mcleljo01c.html', 'name': 'J. McLellan'}]",NHL,TOR,1970-71,37,33,0,Toronto Maple Leafs,.526,Lost NHL Quarter-Finals,8,78,4th
71,"[{'link': '/coaches/mcleljo01c.html', 'name': 'J. McLellan'}]",NHL,TOR,1969-70,29,34,0,Toronto Maple Leafs,.467,,13,76,6th
85,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1968-69,35,26,0,Toronto Maple Leafs,.559,Lost NHL Quarter-Finals,15,76,4th
76,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1967-68,33,31,0,Toronto Maple Leafs,.514,,10,74,5th
75,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1966-67,32,27,0,Toronto Maple Leafs,.536,,11,70,3rd
79,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1965-66,34,25,0,Toronto Maple Leafs,.564,Lost NHL Semi-Finals,11,70,3rd
74,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1964-65,30,26,0,Toronto Maple Leafs,.529,Lost NHL Semi-Finals,14,70,4th
78,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1963-64,33,25,0,Toronto Maple Leafs,.557,,12,70,3rd
82,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1962-63,35,23,0,Toronto Maple Leafs,.586,,12,70,1st
85,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1961-62,37,22,0,Toronto Maple Leafs,.607,,11,70,2nd
90,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1960-61,39,19,0,Toronto Maple Leafs,.643,Lost NHL Semi-Finals,12,70,2nd
79,"[{'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1959-60,35,26,0,Toronto Maple Leafs,.564,Lost Stanley Cup Final,9,70,2nd
65,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}, {'link': '/coaches/imlacpu01c.html', 'name': 'P. Imlach'}]",NHL,TOR,1958-59,27,32,0,Toronto Maple Leafs,.464,Lost Stanley Cup Final,11,70,4th
53,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,TOR,1957-58,21,38,0,Toronto Maple Leafs,.379,,11,70,6th
57,"[{'link': '/coaches/meekeho01c.html', 'name': 'H. Meeker'}]",NHL,TOR,1956-57,21,34,0,Toronto Maple Leafs,.407,,15,70,5th
61,"[{'link': '/coaches/clancki01c.html', 'name': 'K. Clancy'}]",NHL,TOR,1955-56,24,33,0,Toronto Maple Leafs,.436,Lost NHL Semi-Finals,13,70,4th
70,"[{'link': '/coaches/clancki01c.html', 'name': 'K. Clancy'}]",NHL,TOR,1954-55,24,24,0,Toronto Maple Leafs,.500,Lost NHL Semi-Finals,22,70,3rd
78,"[{'link': '/coaches/clancki01c.html', 'name': 'K. Clancy'}]",NHL,TOR,1953-54,32,24,0,Toronto Maple Leafs,.557,Lost NHL Semi-Finals,14,70,3rd
67,"[{'link': '/coaches/primejo01c.html', 'name': 'J. Primeau'}]",NHL,TOR,1952-53,27,30,0,Toronto Maple Leafs,.479,,13,70,5th
74,"[{'link': '/coaches/primejo01c.html', 'name': 'J. Primeau'}]",NHL,TOR,1951-52,29,25,0,Toronto Maple Leafs,.529,Lost NHL Semi-Finals,16,70,3rd
95,"[{'link': '/coaches/primejo01c.html', 'name': 'J. Primeau'}]",NHL,TOR,1950-51,41,16,0,Toronto Maple Leafs,.679,,13,70,2nd
74,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1949-50,31,27,0,Toronto Maple Leafs,.529,Lost NHL Semi-Finals,12,70,3rd
57,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1948-49,22,25,0,Toronto Maple Leafs,.475,,13,60,4th
77,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1947-48,32,15,0,Toronto Maple Leafs,.642,,13,60,1st
72,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1946-47,31,19,0,Toronto Maple Leafs,.600,,10,60,2nd
45,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1945-46,19,24,0,Toronto Maple Leafs,.450,,7,50,5th
52,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1944-45,24,22,0,Toronto Maple Leafs,.520,,4,50,3rd
50,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1943-44,23,23,0,Toronto Maple Leafs,.500,Lost NHL Semi-Finals,4,50,3rd
53,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1942-43,22,19,0,Toronto Maple Leafs,.530,Lost NHL Semi-Finals,9,50,3rd
57,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1941-42,27,18,0,Toronto Maple Leafs,.594,,3,48,2nd
62,"[{'link': '/coaches/dayha01c.html', 'name': 'H. Day'}]",NHL,TOR,1940-41,28,14,0,Toronto Maple Leafs,.646,Lost NHL Semi-Finals,6,48,2nd
56,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1939-40,25,17,0,Toronto Maple Leafs,.583,Lost Stanley Cup Final,6,48,3rd
47,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1938-39,19,20,0,Toronto Maple Leafs,.490,Lost Stanley Cup Final,9,48,3rd
57,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1937-38,24,15,0,Toronto Maple Leafs,.594,Lost Stanley Cup Final,9,48,1st
49,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1936-37,22,21,0,Toronto Maple Leafs,.510,Lost NHL Quarter-Finals,5,48,3rd
52,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1935-36,23,19,0,Toronto Maple Leafs,.542,Lost Stanley Cup Final,6,48,2nd
64,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1934-35,30,14,0,Toronto Maple Leafs,.667,Lost Stanley Cup Final,4,48,1st
61,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1933-34,26,13,0,Toronto Maple Leafs,.635,Lost NHL Semi-Finals,9,48,1st
54,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1932-33,24,18,0,Toronto Maple Leafs,.563,Lost Stanley Cup Final,6,48,1st
53,"[{'link': '/coaches/duncaar01c.html', 'name': 'A. Duncan'}, {'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,TOR,1931-32,23,18,0,Toronto Maple Leafs,.552,,7,48,2nd
53,"[{'link': '/coaches/smythco99c.html', 'name': 'C. Smythe'}, {'link': '/coaches/duncaar01c.html', 'name': 'A. Duncan'}]",NHL,TOR,1930-31,22,13,0,Toronto Maple Leafs,.602,Lost NHL Quarter-Finals,9,44,2nd
40,"[{'link': '/coaches/smythco99c.html', 'name': 'C. Smythe'}]",NHL,TOR,1929-30,17,21,0,Toronto Maple Leafs,.455,,6,44,4th
47,"[{'link': '/coaches/smythco99c.html', 'name': 'C. Smythe'}]",NHL,TOR,1928-29,21,18,0,Toronto Maple Leafs,.534,Lost NHL Semi-Finals,5,44,3rd
44,"[{'link': '/coaches/smythco99c.html', 'name': 'C. Smythe'}]",NHL,TOR,1927-28,18,18,0,Toronto Maple Leafs,.500,,8,44,4th
35,"[{'link': '/coaches/querrch99c.html', 'name': 'C. Querrie'}, {'link': '/coaches/roddemi99c.html', 'name': 'M. Rodden'}, {'link': '/coaches/romeral99c.html', 'name': 'A. Romeril'}]",NHL,TOR,1926-27,15,24,0,Toronto Maple Leafs,.398,,5,44,5th
27,"[{'link': '/coaches/powered99c.html', 'name': 'E. Powers'}]",NHL,TRS,1925-26,12,21,0,Toronto St. Patricks,.375,,3,36,6th
38,"[{'link': '/coaches/powered99c.html', 'name': 'E. Powers'}]",NHL,TRS,1924-25,19,11,0,Toronto St. Patricks,.633,Lost NHL Semi-Finals,0,30,2nd
20,"[{'link': '/coaches/querrch99c.html', 'name': 'C. Querrie'}]",NHL,TRS,1923-24,10,14,0,Toronto St. Patricks,.417,,0,24,3rd
27,"[{'link': '/coaches/odonoge99c.html', 'name': ""G. O'Donoghue""}, {'link': '/coaches/querrch99c.html', 'name': 'C. Querrie'}]",NHL,TRS,1922-23,13,10,0,Toronto St. Patricks,.563,,1,24,3rd
27,"[{'link': '/coaches/odonoge99c.html', 'name': ""G. O'Donoghue""}]",NHL,TRS,1921-22,13,10,0,Toronto St. Patricks,.563,,1,24,2nd
30,"[{'link': '/coaches/carrofr99c.html', 'name': 'F. Carroll'}]",NHL,TRS,1920-21,15,9,0,Toronto St. Patricks,.625,Lost NHL Final,0,24,1st
24,"[{'link': '/coaches/heffefr01c.html', 'name': 'F. Heffernan'}, {'link': '/coaches/sprouha99c.html', 'name': 'H. Sproule'}]",NHL,TRS,1919-20,12,12,0,Toronto St. Patricks,.500,,0,24,3rd
10,"[{'link': '/coaches/carrodi99c.html', 'name': 'D. Carroll'}]",NHL,TRA,1918-19,5,13,0,Toronto Arenas,.278,,0,18,3rd
26,"[{'link': '/coaches/carrodi99c.html', 'name': 'D. Carroll'}]",NHL,TRA,1917-18,13,9,0,Toronto Arenas,.591,,0,22,2nd
