assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Ottawa 67\'s,3,1969-70,50,6,4,17,0,OHA-Jr.
12,Ottawa 67\'s,5,1970-71,58,17,4,18,0,OHA-Jr.
18,Grand Falls Flyers,23,1971-72,27,41,18,19,0,Nfld-Sr.
54,Greensboro Generals,35,1972-73,64,89,39,20,0,EHL
12,Nova Scotia Voyageurs,6,1973-74,40,18,2,21,0,AHL
43,Nova Scotia Voyageurs,30,1974-75,68,73,50,22,0,AHL
36,Nova Scotia Voyageurs,24,1975-76,68,60,34,23,0,AHL
24,Nova Scotia Voyageurs,13,1976-77,58,37,39,24,0,AHL
22,Nova Scotia Voyageurs,7,1977-78,48,29,12,25,0,AHL
15,Nova Scotia Voyageurs,19,1978-79,58,34,65,26,0,AHL
30,Binghamton Dusters,12,1979-80,38,42,32,27,0,AHL
9,Houston Apollos,5,1980-81,33,14,27,28,0,CHL
10,Hershey Bears,9,1980-81,37,19,22,28,0,AHL
