year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,17,1,0,0,0,OHL,5,Oshawa Generals,1
1985-86,18,2,4,3,0,OHL,6,Oshawa Generals,5
1986-87,19,7,19,5,0,OHL,25,Oshawa Generals,12
1986-87,19,1,5,1,0,M-Cup,4,Oshawa Generals,2
1987-88,20,3,6,3,0,OHL,7,Oshawa Generals,6
1988-89,21,0,0,3,0,IHL,6,Saginaw Hawks,3
1989-90,22,8,12,5,0,IHL,14,Indianapolis Ice,13
1990-91,23,1,12,2,0,IHL,7,Indianapolis Ice,3
1992-93,25,0,4,1,0,IHL,5,Indianapolis Ice,1
1994-95,27,1,0,0,0,IHL,3,Minnesota Moose,1
