pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Kitchener Canucks,1,0,1,OHA-Jr.,9,1955-56,16,0
83,Peterborough Petes,7,0,26,OHA-Jr.,52,1956-57,17,19
32,Peterborough Petes,19,0,37,OHA-Jr.,52,1957-58,18,18
46,Peterborough Petes,54,0,90,OHA-Jr.,54,1958-59,19,36
47,Peterborough Petes,34,0,82,OHA-Jr.,47,1959-60,20,48
36,Montreal Royals,21,0,49,EPHL,64,1960-61,21,28
4,Hull-Ottawa Canadiens,3,0,5,EPHL,7,1961-62,22,2
19,Kingston Frontenacs,24,0,34,EPHL,34,1962-63,23,10
10,San Francisco Seals,18,0,30,WHL,33,1963-64,24,12
51,San Francisco Seals,36,0,72,WHL,70,1964-65,25,36
14,San Francisco Seals,41,0,86,WHL,72,1965-66,26,45
