game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,24,,8,0,1972-73,0,0,0,0,NEW,,0,,WHA
1,0,0,0,0,25,,7,0,1973-74,1,0,1,0,NEW,,0,,WHA
0,0,0,0,0,26,,4,1,1974-75,1,0,0,0,NEW,,0,,WHA
